episode_id,symbol,side,entry_ts,exit_ts,duration_hours,entry_fills,exit_fills,entry_notional,exit_notional,total_qty,avg_entry_price,avg_exit_price,gross_pnl,fees,net_pnl,regime_at_entry,regime_at_exit,exit_reason,exit_reason_raw,strategy,intent_id,attempt_id,confidence,hybrid_score,conviction_score,conviction_band,entry_regime_confidence,expected_edge,engine_source
EP_0185,BTCUSDT,LONG,2026-01-29T13:36:19.973533+00:00,2026-01-29T13:39:54.618663+00:00,0.06,1,1,176.18,176.05,0.002,88087.7,88026.7,-0.122,0.1409,-0.2629,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_15deb165e4,sig_ec87e7fd99,0.0,0.0,0.0,,0.5965,0.0,
EP_0186,BTCUSDT,LONG,2026-01-29T13:43:45.193182+00:00,2026-01-29T13:47:27.319613+00:00,0.06,1,1,176.09,176.05,0.002,88042.8,88023.3,-0.039,0.1409,-0.1799,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_34695abef1,sig_55866952df,0.0,0.0,0.0,,0.5955,0.0,
EP_0187,BTCUSDT,LONG,2026-01-29T13:50:04.913162+00:00,2026-01-29T13:53:27.419080+00:00,0.06,1,1,176.05,176.02,0.002,88026.2,88011.2,-0.03,0.1408,-0.1708,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_74b85b076e,sig_f311479a9c,0.0,0.0,0.0,,0.5932,0.0,
EP_0188,BTCUSDT,LONG,2026-01-29T13:56:39.811649+00:00,2026-01-29T14:12:31.265494+00:00,0.26,4,2,703.82,880.25,0.008,87977.525,88025.48,0.3836,0.6336,-0.25,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_e93fa63941,sig_3de5298664,0.0,0.0,0.0,,0.5814,0.0,
EP_0189,BTCUSDT,LONG,2026-01-29T14:14:34.267286+00:00,2026-01-29T14:17:44.520079+00:00,0.05,1,1,175.88,176.0,0.002,87941.9,88001.5,0.1192,0.1408,-0.0216,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_7482f06785,sig_7c2d13f675,0.0,0.0,0.0,,0.57,0.0,
EP_0190,BTCUSDT,LONG,2026-01-29T14:21:02.423014+00:00,2026-01-29T19:41:53.931216+00:00,5.35,18,18,3159.78,3017.04,0.036,87771.7889,83806.6,-142.7468,2.4707,-145.2175,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_e7bdf870d1,sig_ecc7b3a3ca,0.0,0.0,0.0,,0.5761,0.0,
EP_0191,BTCUSDT,LONG,2026-01-30T00:51:07.064890+00:00,2026-01-31T05:01:55.458542+00:00,28.18,4,4,671.39,671.13,0.008,83923.725,83891.475,-0.258,0.4027,-0.6607,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_43ab5bcaf5,sig_2e25589043,0.0,0.0,0.0,,0.6386,0.0,
EP_0192,BTCUSDT,LONG,2026-01-31T06:53:32.796685+00:00,2026-01-31T11:08:50.124604+00:00,4.25,4,4,668.22,665.41,0.008,83527.375,83175.75,-2.813,0.4331,-3.2461,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_05910200e8,sig_a48573442d,0.0,0.0,0.0,,0.5438,0.0,
EP_0193,BTCUSDT,LONG,2026-02-01T01:34:36.732241+00:00,2026-02-01T23:16:46.254872+00:00,21.7,2,3,471.11,459.18,0.006,78518.2,76530.5,-11.9262,0.325,-12.2512,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_f078059867,sig_87d0da9c2e,0.0,0.0,0.0,,0.7362,0.0,
EP_0194,BTCUSDT,LONG,2026-02-01T23:46:20.348838+00:00,2026-02-02T08:14:26.713475+00:00,8.47,3,3,462.25,458.13,0.006,77042.0667,76355.5,-4.1194,0.3066,-4.426,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_a262f01180,sig_2576a5d7e9,0.0,0.0,0.0,,0.5424,0.0,
EP_0195,BTCUSDT,LONG,2026-02-04T01:24:44.773185+00:00,2026-02-04T04:47:10.379869+00:00,3.37,12,12,1835.92,1837.1,0.024,76496.475,76545.8667,1.1854,1.4692,-0.2838,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_4eb0d97baf,sig_815ec62c01,0.0,0.0,0.0,,0.595,0.0,
EP_0196,BTCUSDT,LONG,2026-02-04T06:11:47.783984+00:00,2026-02-04T06:23:51.056204+00:00,0.2,1,1,153.03,152.82,0.002,76514.3,76408.6,-0.2114,0.0917,-0.3031,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_f82dbe78f0,sig_f60dcdb9c3,0.0,0.0,0.0,,0.5113,0.0,
EP_0197,BTCUSDT,LONG,2026-02-04T12:49:49.688326+00:00,2026-02-04T13:35:48.558537+00:00,0.77,1,1,152.23,151.35,0.002,76116.3,75675.4,-0.8818,0.091,-0.9728,MEAN_REVERT,unknown,STOP_LOSS,sl,vol_target,ord_54cad31f34,sig_049f88bea3,0.0,0.0,0.0,,0.5469,0.0,
EP_0198,BTCUSDT,LONG,2026-02-04T23:35:29.101877+00:00,2026-02-05T06:36:45.457127+00:00,7.02,2,3,439.38,427.26,0.006,73229.9,71209.7667,-12.1208,0.3028,-12.4236,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_bb3be1587e,sig_aa37041a18,0.0,0.0,0.0,,0.7743,0.0,
EP_0199,BTCUSDT,LONG,2026-02-06T03:48:22.645869+00:00,2026-02-06T06:38:13.990381+00:00,2.83,11,11,1418.03,1450.47,0.022,64455.8818,65930.6727,32.4454,0.9671,31.4783,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_24e32aad32,sig_e5ec1c07e8,0.0,0.0,0.0,,0.5439,0.0,
EP_0200,BTCUSDT,LONG,2026-02-06T07:46:24.968754+00:00,2026-02-07T02:24:05.273665+00:00,18.63,8,9,1198.94,1262.73,0.018,66607.6167,70151.4778,63.7895,0.8248,62.9647,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_389fd656da,sig_cef740e833,0.0,0.0,0.0,,0.5489,0.0,
EP_0201,BTCUSDT,LONG,2026-02-07T03:09:42.427605+00:00,2026-02-07T19:48:22.023721+00:00,16.64,5,5,705.72,695.09,0.01,70572.14,69509.24,-10.629,0.4757,-11.1047,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_a980cdee8a,sig_fd4f706d17,0.0,0.0,0.0,,0.525,0.0,
EP_0202,BTCUSDT,LONG,2026-02-08T00:09:10.975739+00:00,2026-02-10T06:33:38.785554+00:00,54.41,8,8,1106.3,1120.81,0.016,69143.7,70050.475,14.5084,0.6972,13.8112,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_240fc4dc0e,sig_c33155ba89,0.0,0.0,0.0,,0.6002,0.0,
EP_0203,BTCUSDT,LONG,2026-02-10T09:45:29.802453+00:00,2026-02-10T09:55:19.488937+00:00,0.16,1,1,138.29,138.15,0.002,69143.0,69076.7,-0.1326,0.0829,-0.2155,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_2600ad2195,sig_729b629535,0.0,0.0,0.0,,0.5365,0.0,
EP_0204,BTCUSDT,LONG,2026-02-11T02:25:22.931484+00:00,2026-02-11T14:59:47.043490+00:00,12.57,11,12,1575.18,1618.49,0.023,68486.1348,67436.9,-24.1324,1.0175,-25.1499,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_69bb7053e9,sig_186fe48f11,0.0,0.0,0.0,,0.5472,0.0,
EP_0205,BTCUSDT,LONG,2026-02-11T18:17:17.256778+00:00,2026-02-12T01:01:36.531759+00:00,6.74,9,9,1207.58,1214.52,0.018,67087.7,67473.4222,6.943,0.8347,6.1083,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_6540e4d3fa,sig_8207a89697,0.0,0.0,0.0,,0.4954,0.0,
EP_0206,BTCUSDT,LONG,2026-02-12T03:01:30.448911+00:00,2026-02-12T08:17:43.608730+00:00,5.27,7,7,944.38,940.51,0.014,67455.9143,67178.9714,-3.8772,0.619,-4.4962,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_1907a9b97d,sig_044cac4eb3,0.0,0.0,0.0,,0.4705,0.0,
EP_0207,BTCUSDT,LONG,2026-02-12T08:39:39.452951+00:00,2026-02-12T10:11:56.572079+00:00,1.54,2,2,267.79,270.07,0.004,66948.45,67518.05,2.2784,0.1884,2.09,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_1c5b98b5f0,sig_e4893f23df,0.0,0.0,0.0,,0.532,0.0,
EP_0208,BTCUSDT,LONG,2026-02-12T13:18:35.669377+00:00,2026-02-12T13:20:04.526525+00:00,0.02,1,1,136.0,135.84,0.002,68000.1,67921.5,-0.1572,0.1087,-0.2659,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_44d0226f47,sig_7f5ae9491c,0.0,0.0,0.0,,0.5464,0.0,
EP_0209,BTCUSDT,LONG,2026-02-12T13:20:43.961666+00:00,2026-02-12T13:22:16.392319+00:00,0.03,1,1,136.01,135.87,0.002,68005.9,67934.0,-0.1438,0.1088,-0.2526,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_fcf3dffc49,sig_ec3e67861e,0.0,0.0,0.0,,0.54,0.0,
EP_0210,BTCUSDT,LONG,2026-02-12T13:25:10.987141+00:00,2026-02-12T13:32:08.634516+00:00,0.12,3,2,406.55,1423.94,0.006,67758.8667,67806.6905,0.2869,0.6781,-0.3911,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_3801460333,sig_ed8febef49,0.0,0.0,0.0,,0.5356,0.0,
EP_0211,BTCUSDT,LONG,2026-02-12T13:32:13.883372+00:00,2026-02-12T13:35:16.815715+00:00,0.05,1,1,135.62,135.68,0.002,67809.1,67838.0,0.0578,0.1085,-0.0507,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_9e3e8a4e01,sig_eda4c1b9f1,0.0,0.0,0.0,,0.5521,0.0,
EP_0212,BTCUSDT,LONG,2026-02-12T13:35:41.363924+00:00,2026-02-12T13:36:04.144990+00:00,0.01,1,1,135.82,135.8,0.002,67909.3,67899.2,-0.0202,0.1086,-0.1288,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_a02358cd84,sig_47d147920c,0.0,0.0,0.0,,0.548,0.0,
EP_0213,BTCUSDT,LONG,2026-02-12T13:36:28.496708+00:00,2026-02-12T13:37:23.748061+00:00,0.02,1,1,135.89,135.8,0.002,67943.3,67899.9,-0.0868,0.1087,-0.1955,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_ae29c38fb7,sig_de02ed0c3d,0.0,0.0,0.0,,0.548,0.0,
EP_0214,BTCUSDT,LONG,2026-02-12T13:37:47.059321+00:00,2026-02-12T13:38:43.886862+00:00,0.02,1,1,135.86,135.86,0.002,67930.2,67928.6,-0.0032,0.1087,-0.1119,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_7b4b332057,sig_b1830a027e,0.0,0.0,0.0,,0.5434,0.0,
EP_0215,BTCUSDT,LONG,2026-02-12T13:39:35.437882+00:00,2026-02-12T13:40:33.482375+00:00,0.02,1,1,135.82,135.87,0.002,67907.7,67932.5,0.0496,0.1087,-0.0591,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_81afd1289d,sig_e48a649621,0.0,0.0,0.0,,0.5487,0.0,
EP_0216,BTCUSDT,LONG,2026-02-12T13:41:25.126551+00:00,2026-02-12T13:42:11.090085+00:00,0.01,1,1,135.9,135.9,0.002,67952.3,67950.1,-0.0044,0.1087,-0.1131,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_4ed7dd2d34,sig_89742a450f,0.0,0.0,0.0,,0.5522,0.0,
EP_0217,BTCUSDT,LONG,2026-02-12T13:42:42.230122+00:00,2026-02-12T13:43:46.836847+00:00,0.02,1,1,135.93,135.95,0.002,67963.2,67974.0,0.0216,0.1087,-0.0871,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_59a21f159a,sig_63198ae9b3,0.0,0.0,0.0,,0.5522,0.0,
EP_0218,BTCUSDT,LONG,2026-02-12T13:44:37.322768+00:00,2026-02-12T13:46:02.838510+00:00,0.02,1,1,136.17,136.16,0.002,68083.9,68081.1,-0.0056,0.1089,-0.1145,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_14e1ae2a04,sig_206b3af54d,0.0,0.0,0.0,,0.5464,0.0,
EP_0219,BTCUSDT,LONG,2026-02-12T13:46:59.268323+00:00,2026-02-12T13:47:58.632680+00:00,0.02,1,1,136.15,136.05,0.002,68074.6,68026.1,-0.097,0.1089,-0.2059,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_63a3e566f2,sig_bac04ed75c,0.0,0.0,0.0,,0.558,0.0,
EP_0220,BTCUSDT,LONG,2026-02-12T13:48:55.979709+00:00,2026-02-12T13:50:24.042784+00:00,0.02,1,1,136.11,135.97,0.002,68055.1,67982.5,-0.1452,0.1088,-0.254,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_80b04cfb0b,sig_cbf614cee0,0.0,0.0,0.0,,0.558,0.0,
EP_0221,BTCUSDT,LONG,2026-02-12T13:50:48.471395+00:00,2026-02-12T13:52:08.955747+00:00,0.02,1,1,135.98,135.91,0.002,67988.9,67954.3,-0.0692,0.1088,-0.178,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_2c4ee10dc0,sig_d1ae54f3b9,0.0,0.0,0.0,,0.5661,0.0,
EP_0222,BTCUSDT,LONG,2026-02-12T13:52:34.755649+00:00,2026-02-12T13:53:22.843565+00:00,0.01,1,1,136.04,136.03,0.002,68019.2,68015.6,-0.0072,0.1088,-0.116,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_0877f2ea81,sig_0144a39659,0.0,0.0,0.0,,0.5721,0.0,
EP_0223,BTCUSDT,LONG,2026-02-12T13:55:33.590780+00:00,2026-02-12T13:56:58.712730+00:00,0.02,1,1,136.12,136.18,0.002,68058.8,68091.1,0.0646,0.1089,-0.0443,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_d97ea798f7,sig_6e5677ac11,0.0,0.0,0.0,,0.5761,0.0,
EP_0224,BTCUSDT,LONG,2026-02-12T13:57:51.968642+00:00,2026-02-12T14:02:46.555935+00:00,0.08,2,2,272.61,272.32,0.004,68153.7,68079.3,-0.2976,0.218,-0.5156,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_4ad642a79a,sig_fd47055b26,0.0,0.0,0.0,,0.5757,0.0,
EP_0225,BTCUSDT,LONG,2026-02-12T14:03:04.780893+00:00,2026-02-12T14:04:02.969939+00:00,0.02,1,1,136.15,135.99,0.002,68077.0,67994.5,-0.165,0.1089,-0.2739,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_7951a4f501,sig_958f3508b8,0.0,0.0,0.0,,0.564,0.0,
EP_0226,BTCUSDT,LONG,2026-02-12T14:04:34.028126+00:00,2026-02-12T14:11:04.740373+00:00,0.11,2,2,271.69,408.0,0.004,67921.75,67999.6667,0.3117,0.2447,0.0669,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_982d6e2562,sig_3b5ddcfa54,0.0,0.0,0.0,,0.564,0.0,
EP_0227,BTCUSDT,LONG,2026-02-12T14:11:21.513177+00:00,2026-02-12T14:12:59.029637+00:00,0.03,1,1,136.09,136.0,0.002,68043.3,67998.8,-0.089,0.1088,-0.1978,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_5a979f8157,sig_3cbbf6ab55,0.0,0.0,0.0,,0.5769,0.0,
EP_0228,BTCUSDT,LONG,2026-02-12T14:13:37.285009+00:00,2026-02-12T14:22:58.770763+00:00,0.16,2,2,271.74,408.08,0.004,67934.05,68013.1,0.3162,0.2447,0.0715,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_4aae900327,sig_a6da46715d,0.0,0.0,0.0,,0.5709,0.0,
EP_0229,BTCUSDT,LONG,2026-02-12T14:23:18.103409+00:00,2026-02-12T14:33:08.311860+00:00,0.16,2,2,271.95,817.56,0.004,67986.9,68130.0,0.5724,0.4086,0.1638,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_c20bc765d9,sig_058e33c563,0.0,0.0,0.0,,0.5833,0.0,
EP_0230,BTCUSDT,LONG,2026-02-12T14:33:26.961116+00:00,2026-02-12T14:34:02.165173+00:00,0.01,1,1,136.3,136.14,0.002,68152.4,68068.6,-0.1676,0.109,-0.2766,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_bc09484c88,sig_824b3107fd,0.0,0.0,0.0,,0.588,0.0,
EP_0231,BTCUSDT,LONG,2026-02-12T14:34:29.152369+00:00,2026-02-12T14:35:30.600753+00:00,0.02,1,1,136.35,136.07,0.002,68176.3,68037.3,-0.278,0.109,-0.387,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_8f1539315c,sig_c374f57583,0.0,0.0,0.0,,0.588,0.0,
EP_0232,BTCUSDT,LONG,2026-02-12T14:36:05.303214+00:00,2026-02-12T15:12:43.157306+00:00,0.61,6,7,948.43,941.75,0.014,67744.8929,67267.7143,-6.6805,0.6341,-7.3146,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_c0fc2ad83d,sig_febc181f14,0.0,0.0,0.0,,0.5919,0.0,
EP_0233,BTCUSDT,LONG,2026-02-12T19:34:52.048975+00:00,2026-02-12T22:13:32.427334+00:00,2.64,3,5,593.19,656.54,0.009,65909.5444,65654.34,-2.2968,0.4603,-2.7572,MEAN_REVERT,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_7f65ef254b,sig_d9d39dc735,0.0,0.0,0.0,,0.7869,0.0,
EP_0234,BTCUSDT,LONG,2026-02-24T18:20:52.845511+00:00,2026-02-24T19:15:25.555176+00:00,0.91,1,1,128.49,128.54,0.002,64244.3,64269.0,0.0494,0.1028,-0.0534,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_eae74bc639,sig_c9d35db867,0.1,0.495034,0.5919,low,0.5484,0.0,
EP_0235,BTCUSDT,LONG,2026-02-24T21:18:40.925704+00:00,2026-02-25T00:55:35.425020+00:00,3.62,1,1,127.85,128.47,0.002,63923.3,64234.7,0.6228,0.1025,0.5203,TREND_UP,unknown,THESIS_INVALIDATED,position_flip,btc_m15,ord_b352ea3365,sig_852a31ce3d,0.0,0.442808,0.5856,low,0.7059,0.0,
EP_0236,BTCUSDT,LONG,2026-02-25T01:13:14.736485+00:00,2026-02-25T01:31:12.507844+00:00,0.3,1,1,131.34,131.91,0.002,65669.3,65957.0,0.5754,0.1053,0.4701,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_fb2c0d09fa,sig_e84066492f,0.1,0.439497,0.6052,medium,0.5275,0.0,
EP_0237,BTCUSDT,LONG,2026-02-25T14:21:21.260021+00:00,2026-02-25T21:00:54.931754+00:00,6.66,1,1,132.99,138.08,0.002,66495.1,69037.7,5.0852,0.0818,5.0034,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_bdd0ad2d2a,sig_93db06bd2e,0.1,0.456487,0.5899,low,0.55,0.0,
EP_0238,BTCUSDT,LONG,2026-03-02T13:35:39.498144+00:00,2026-03-02T13:37:17.228066+00:00,0.03,1,1,131.58,131.74,0.002,65791.6,65871.5,0.1598,0.1053,0.0545,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,btc_m15,ord_e2ba0fdca7,sig_d7b3aa14fc,0.0,0.47108,0.6,low,0.5589,0.0,
EP_0239,BTCUSDT,LONG,2026-03-02T17:18:45.016914+00:00,2026-03-03T01:39:56.805123+00:00,8.35,8,8,1104.88,1102.72,0.016,69055.1625,68919.8,-2.1658,0.7725,-2.9383,TREND_UP,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_dccf1cbee7,sig_c46454eb76,0.1,0.4958,0.6016,medium,0.6445,0.0,
EP_0240,BTCUSDT,LONG,2026-03-03T18:29:42.268785+00:00,2026-03-03T23:14:43.921895+00:00,4.75,1,1,136.93,137.22,0.002,68467.4,68610.0,0.2852,0.1097,0.1755,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_71f0841f09,sig_9fcf2611ce,0.1,0.459496,0.5808,low,0.518,0.0,
EP_0241,BTCUSDT,LONG,2026-03-10T10:05:56.887195+00:00,2026-03-10T10:36:19.941415+00:00,0.51,1,2,212.35,212.93,0.003,70782.8,70975.1667,0.5771,0.1134,0.4637,TREND_UP,unknown,THESIS_INVALIDATED,unknown,vol_target,ord_7edb88f9a0,sig_68e9e51fcc,0.1,0.419725,0.5469,low,0.7354,0.0,
EP_0242,BTCUSDT,LONG,2026-03-13T13:23:56.501309+00:00,2026-03-13T17:53:09.034548+00:00,4.49,11,13,1907.76,1865.48,0.026,73375.2885,71749.1462,-42.2797,1.3036,-43.5833,TREND_UP,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_d16e9cb970,sig_792f10ff33,0.1,0.545622,0.4755,low,0.4547,0.0,legacy
EP_0243,BTCUSDT,LONG,2026-03-15T23:12:45.881954+00:00,2026-03-16T08:47:56.881830+00:00,9.59,2,3,363.93,438.76,0.005,72786.74,73126.8,1.7003,0.2483,1.452,MEAN_REVERT,unknown,THESIS_INVALIDATED,unknown,vol_target,ord_7fe6b0007f,sig_a4922ef58b,0.1,0.515591,0.4689,low,0.5817,0.0,legacy
EP_0244,BTCUSDT,LONG,2026-03-16T22:13:38.147826+00:00,2026-03-17T03:30:40.223687+00:00,5.28,10,10,1498.67,1499.38,0.02,74933.73,74969.24,0.7102,1.1692,-0.459,MEAN_REVERT,unknown,THESIS_INVALIDATED,unknown,vol_target,ord_3635b63d2f,sig_3891ea97c8,0.1,0.50893,0.5764,low,0.6365,0.0,legacy
EP_0245,BTCUSDT,LONG,2026-03-17T19:19:33.252936+00:00,2026-03-17T19:24:38.581412+00:00,0.08,1,1,149.49,149.4,0.002,74745.1,74700.1,-0.09,0.1196,-0.2096,MEAN_REVERT,unknown,THESIS_INVALIDATED,unknown,vol_target,ord_0899cf5596,sig_f2980146f6,0.1,0.499061,0.5026,low,0.4751,0.0,legacy
EP_0246,BTCUSDT,LONG,2026-03-19T21:10:10.363464+00:00,2026-03-19T23:44:07.843548+00:00,2.57,6,2,846.32,837.75,0.012,70526.35,69812.8,-8.5626,0.6736,-9.2362,MEAN_REVERT,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_18b51e61bb,sig_1d3b04189a,0.1,0.495286,0.4701,low,0.5487,0.0,legacy
EP_0247,BTCUSDT,LONG,2026-03-20T22:12:02.327233+00:00,2026-03-21T08:20:23.225324+00:00,10.14,10,10,1414.17,1414.25,0.02,70708.51,70712.71,0.084,1.1314,-1.0474,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_0920884812,sig_e1c5bc4810,0.1,0.508589,0.5404,low,0.5952,0.0,legacy
EP_0248,BTCUSDT,LONG,2026-03-23T14:21:49.988981+00:00,2026-03-23T14:30:44.634821+00:00,0.15,1,1,143.05,142.68,0.002,71526.8,71342.3,-0.369,0.1143,-0.4833,TREND_UP,unknown,THESIS_INVALIDATED,unknown,vol_target,ord_e7145f5934,sig_17476ee360,0.1,0.532707,0.5191,low,0.6032,0.0,legacy
EP_0249,BTCUSDT,LONG,2026-03-23T14:53:33.725780+00:00,2026-03-23T15:01:13.171952+00:00,0.13,1,1,142.32,142.32,0.002,71160.1,71157.9,-0.0044,0.1139,-0.1183,TREND_UP,unknown,THESIS_INVALIDATED,unknown,vol_target,ord_f512f8ee70,sig_91315eed9f,0.1,0.532298,0.4905,low,0.606,0.0,legacy
EP_0250,BTCUSDT,LONG,2026-03-23T15:13:11.584059+00:00,2026-03-23T21:33:44.471207+00:00,6.34,3,3,427.63,423.96,0.006,71272.2333,70660.2,-3.6722,0.3406,-4.0128,TREND_UP,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_62194997f9,sig_1e17752312,0.1,0.531956,0.5362,low,0.5905,0.0,legacy
EP_0251,BTCUSDT,LONG,2026-03-25T11:34:31.560908+00:00,2026-03-25T15:24:17.247918+00:00,3.83,3,2,430.91,1561.74,0.006,71818.1,70988.0818,-4.9801,0.7971,-5.7772,TREND_UP,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_e418cb960e,sig_f87ad87029,0.1,0.498788,0.4762,low,0.5543,0.0,legacy
EP_0252,LTCUSDT,SHORT,2025-12-09T23:37:23.977894+00:00,2025-12-09T23:37:32.652681+00:00,0.0,1,1,46.39,46.4,0.538,86.23,86.25,-0.0108,0.0371,-0.0479,unknown,unknown,THESIS_INVALIDATED,position_flip,unknown,ord_6c703c3f06,sig_ea834c9281,0.0,0.0,0.0,,0.0,0.0,
EP_0253,SOLUSDT,LONG,2025-12-10T03:45:56.589346+00:00,2025-12-18T09:11:16.764463+00:00,197.42,20,22,4565.76,5537.28,34.0,134.2871,128.774,-187.4456,3.8657,-191.3113,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_378fd0a96d,sig_dc73b86fe5,0.0,0.0,0.0,,0.0,0.0,
EP_0254,SOLUSDT,LONG,2025-12-18T09:11:38.912037+00:00,2025-12-18T09:31:19.221325+00:00,0.33,4,2,491.72,1472.15,4.0,122.93,122.6792,-1.0033,0.7364,-1.7397,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_21d53b6028,sig_c34e331ece,0.0,0.0,0.0,,0.0,0.0,
EP_0255,SOLUSDT,LONG,2025-12-18T09:31:41.990639+00:00,2025-12-18T09:33:20.977729+00:00,0.03,1,1,123.07,123.1,1.0,123.07,123.1,0.03,0.0985,-0.0685,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_8a33a8ad2a,sig_58ac303bbd,0.0,0.0,0.0,,0.0,0.0,
EP_0256,SOLUSDT,LONG,2025-12-18T09:34:06.402261+00:00,2025-12-18T10:54:04.524048+00:00,1.33,3,3,370.6,371.39,3.0,123.5333,123.7967,0.79,0.2473,0.5427,unknown,unknown,REGIME_CHANGE,regime_flip,vol_target,ord_c6ed003074,sig_700f8ba22c,0.0,0.0,0.0,,0.0,0.0,
EP_0257,SOLUSDT,LONG,2025-12-19T10:19:47.530762+00:00,2025-12-19T10:32:04.482383+00:00,0.2,1,1,124.79,124.61,1.0,124.79,124.61,-0.18,0.0998,-0.2798,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_498f1fe548,sig_1274522c55,0.0,0.0,0.0,,0.5193,0.0,
EP_0258,SOLUSDT,LONG,2025-12-19T10:35:12.685286+00:00,2025-12-19T10:38:33.766959+00:00,0.06,1,1,124.6,124.54,1.0,124.6,124.54,-0.06,0.0997,-0.1597,MEAN_REVERT,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_e681e44ad3,sig_011ddbd1f5,0.0,0.0,0.0,,0.488,0.0,
