ts,nav,cash_nav,unrealized
1777392000,9929.96515603,9929.96515603,0.0
1777392900,9929.96515603,9929.96515603,0.0
1777393800,9929.96515603,9929.96515603,0.0
1777394700,9929.96515603,9929.96515603,0.0
1777395600,9929.96515603,9929.96515603,0.0
1777396500,9929.72686456,9929.81620711,-0.08934255
1777397400,9930.44646691,9929.81620711,0.6302598
1777398300,9930.11686375,9930.11686375,0.0
1777399200,9930.11686375,9930.11686375,0.0
1777400100,9930.11686375,9930.11686375,0.0
1777401000,9930.11686375,9930.11686375,0.0
1777401900,9930.11686375,9930.11686375,0.0
1777402800,9930.11686375,9930.11686375,0.0
1777403700,9930.11686375,9930.11686375,0.0
1777404600,9930.11686375,9930.11686375,0.0
1777405500,9930.11686375,9930.11686375,0.0
1777406400,9930.11686375,9930.11686375,0.0
1777407300,9930.11686375,9930.11686375,0.0
1777408200,9930.11686375,9930.11686375,0.0
1777409100,9930.11686375,9930.11686375,0.0
1777410000,9930.11686375,9930.11686375,0.0
1777410900,9930.11686375,9930.11686375,0.0
1777411800,9930.11686375,9930.11686375,0.0
1777412700,9930.11686375,9930.11686375,0.0
1777413600,9930.11686375,9930.11686375,0.0
1777414500,9930.11686375,9930.11686375,0.0
1777415400,9929.99771575,9930.04238787,-0.04467212
1777416300,9930.01551483,9930.04238787,-0.02687305
1777417200,9930.15790744,9930.04238787,0.11551957
1777418100,9930.17570652,9930.04238787,0.13331865
1777419000,9930.35369729,9930.04238787,0.31130942
1777419900,9930.63848253,9930.04238787,0.59609466
1777420800,9930.44772732,9930.44772732,0.0
1777421700,9930.44772732,9930.44772732,0.0
1777422600,9930.44772732,9930.44772732,0.0
1777423500,9930.44772732,9930.44772732,0.0
1777424400,9930.44772732,9930.44772732,0.0
1777425300,9930.44772732,9930.44772732,0.0
1777426200,9930.32857535,9930.37324896,-0.04467361
1777427100,9930.67317511,9930.37324896,0.29992614
1777428000,9930.67968928,9930.37324896,0.30644032
1777428900,9930.38260646,9930.38260646,0.0
1777429800,9930.38260646,9930.38260646,0.0
1777430700,9930.38260646,9930.38260646,0.0
1777431600,9930.38260646,9930.38260646,0.0
1777432500,9930.38260646,9930.38260646,0.0
1777433400,9930.26345527,9930.30812859,-0.04467332
1777434300,9930.0036804,9930.0036804,0.0
1777435200,9930.0036804,9930.0036804,0.0
1777436100,9930.0036804,9930.0036804,0.0
1777437000,9930.0036804,9930.0036804,0.0
1777437900,9930.0036804,9930.0036804,0.0
1777438800,9930.0036804,9930.0036804,0.0
1777439700,9930.0036804,9930.0036804,0.0
1777440600,9930.0036804,9930.0036804,0.0
1777441500,9930.0036804,9930.0036804,0.0
1777442400,9930.0036804,9930.0036804,0.0
1777443300,9930.0036804,9930.0036804,0.0
1777444200,9930.0036804,9930.0036804,0.0
1777445100,9930.0036804,9930.0036804,0.0
1777446000,9930.0036804,9930.0036804,0.0
1777446900,9930.0036804,9930.0036804,0.0
1777447800,9930.0036804,9930.0036804,0.0
1777448700,9930.0036804,9930.0036804,0.0
1777449600,9929.88453375,9929.92920537,-0.04467162
1777450500,9930.01848412,9929.92920537,0.08927875
1777451400,9929.84612196,9929.84612196,0.0
1777452300,9929.72697721,9929.77164811,-0.04467091
1777453200,9929.67834502,9929.69717483,-0.01882981
1777454100,9929.99402039,9929.69717483,0.29684557
1777455000,9930.41839274,9929.69717483,0.72121792
1777455900,9931.50178996,9929.69717483,1.80461514
1777456800,9932.29624031,9929.69717483,2.59906548
1777457700,9932.4308092,9929.69717483,2.73363438
1777458600,9931.41851934,9931.41851934,0.0
1777459500,9931.41851934,9931.41851934,0.0
1777460400,9931.41851934,9931.41851934,0.0
1777461300,9931.41851934,9931.41851934,0.0
1777462200,9931.41851934,9931.41851934,0.0
1777463100,9931.29935572,9931.3440337,-0.04467798
1777464000,9930.64710075,9930.69177839,-0.04467764
1777464900,9929.85889071,9929.85889071,0.0
1777465800,9929.73974581,9929.78441677,-0.04467096
1777466700,9929.41200136,9929.41200136,0.0
1777467600,9929.41200136,9929.41200136,0.0
1777468500,9929.41200136,9929.41200136,0.0
1777469400,9929.41200136,9929.41200136,0.0
1777470300,9929.17372316,9929.26306073,-0.08933757
1777471200,9928.99135343,9928.26230799,0.72904544
1777472100,9928.23148162,9928.23148162,0.0
1777473000,9928.11235625,9928.15701989,-0.04466364
1777473900,9927.31352679,9927.35818684,-0.04466005
1777474800,9928.56785001,9927.35818684,1.20966317
1777475700,9927.96130657,9927.96130657,0.0
1777476600,9927.96130657,9927.96130657,0.0
1777477500,9927.84218444,9927.88684687,-0.04466243
1777478400,9928.20636468,9927.81238771,0.39397696
1777479300,9924.91644068,9924.91644068,0.0
1777480200,9924.79735508,9924.8420038,-0.04464873
1777481100,9924.46364785,9924.46364785,0.0
1777482000,9924.46364785,9924.46364785,0.0
1777482900,9924.46364785,9924.46364785,0.0
1777483800,9924.46364785,9924.46364785,0.0
1777484700,9924.34456768,9924.38921438,-0.04464669
1777485600,9921.79006424,9921.79006424,0.0
1777486500,9921.79006424,9921.79006424,0.0
1777487400,9921.55196895,9921.64123795,-0.089269
1777488300,9922.60841099,9921.64123795,0.96717304
1777489200,9922.61868403,9921.56682564,1.05185839
1777490100,9922.20300314,9921.53854998,0.66445316
1777491000,9921.72008966,9921.72008966,0.0
