symbol,entry_time,exit_time,log_return,leverage,net_return,pnl_log_return,capital_used,vol,exit_reason,holding_duration,trade_outcome,reward_risk,position
BTCUSDT,2022-01-09 16:00:00,2022-01-14 16:00:00,0.008922893947385225,1.0417590783933033,0.008253746696835913,0.008253746696835913,16666.666666666668,0.01151897809089171,max_hold,120.0,win,10.0,long
BTCUSDT,2022-01-15 16:00:00,2022-01-20 16:00:00,-0.014136746156427123,1.206709377269814,-0.018265653528313424,-0.018265653528313424,16666.666666666668,0.009944399393953546,stop_loss,120.0,loss,10.0,long
BTCUSDT,2022-01-25 16:00:00,2022-01-28 16:00:00,0.004192495600166393,0.8167144144283569,0.0026073571746550016,0.0026073571746550016,16666.666666666668,0.01469301849949491,max_hold,72.0,win,10.0,long
BTCUSDT,2022-01-29 16:00:00,2022-02-01 16:00:00,0.013776486858032115,1.3056276107728226,0.01668133401052284,0.01668133401052284,16666.666666666668,0.009190982100092844,max_hold,72.0,win,10.0,long
BTCUSDT,2022-02-04 16:00:00,2022-02-08 16:00:00,0.0542551130362558,1.1489682404438866,0.06118843351990711,0.06118843351990711,16666.666666666668,0.010444152917024043,trailing_stop,96.0,win,10.0,long
BTCUSDT,2022-02-09 16:00:00,2022-02-15 16:00:00,-0.010614929094227885,1.296782361578916,-0.015062035180384495,-0.015062035180384495,16666.666666666668,0.009253673056895397,max_hold,144.0,loss,10.0,long
BTCUSDT,2022-02-16 16:00:00,2022-02-25 16:00:00,-0.13395430299864414,0.5567707840543533,-0.07513861309206385,-0.07513861309206385,16666.666666666668,0.02155285504138186,stop_loss,216.0,loss,10.0,long
BTCUSDT,2022-02-26 16:00:00,2022-03-09 16:00:00,0.072473997672488,0.5643165290652329,0.04033395828495496,0.04033395828495496,16666.666666666668,0.021264661554176886,trailing_stop,264.0,win,10.0,long
BTCUSDT,2022-03-15 16:00:00,2022-03-20 16:00:00,0.04052395115615781,1.4808049964645271,0.05852726435205841,0.05852726435205841,16666.666666666668,0.008103700371521175,trailing_stop,120.0,win,10.0,long
BTCUSDT,2022-03-22 16:00:00,2022-03-30 16:00:00,0.10730003467218652,1.018264249136848,0.10824152498869491,0.10824152498869491,16666.666666666668,0.011784760203623016,trailing_stop,192.0,win,10.0,long
BTCUSDT,2022-04-01 16:00:00,2022-04-10 16:00:00,-0.06980509405252275,1.6170187220194039,-0.11449316269727403,-0.11449316269727403,16666.666666666668,0.00742106435540454,stop_loss,216.0,loss,10.0,long
BTCUSDT,2022-04-13 16:00:00,2022-04-18 16:00:00,-0.009264076351824673,1.6045202467151267,-0.01646891832033262,-0.01646891832033262,16666.666666666668,0.007478871036103872,max_hold,120.0,loss,10.0,long
BTCUSDT,2022-04-19 16:00:00,2022-04-25 16:00:00,-0.02918441232672045,1.3083473559898118,-0.03949169605977098,-0.03949169605977098,16666.666666666668,0.009171876218545623,stop_loss,144.0,loss,10.0,long
BTCUSDT,2022-04-28 16:00:00,2022-05-04 16:00:00,-0.0031198756716623284,1.2689308600430236,-0.005227837379312808,-0.005227837379312808,16666.666666666668,0.00945678001683491,max_hold,144.0,loss,10.0,long
BTCUSDT,2022-05-15 16:00:00,2022-05-19 16:00:00,-0.016234621424949514,0.8540872202808512,-0.014719869905427932,-0.014719869905427932,16666.666666666668,0.01405008729208478,max_hold,96.0,loss,9.999999999999998,long
BTCUSDT,2022-05-22 16:00:00,2022-05-29 16:00:00,-0.02741678084643453,1.5782405348877246,-0.04484851540286408,-0.04484851540286408,16666.666666666668,0.007603403749133636,stop_loss,168.0,loss,10.0,long
BTCUSDT,2022-05-30 16:00:00,2022-06-05 16:00:00,-0.019549838958431067,1.6589257115739269,-0.03409065621684486,-0.03409065621684486,16666.666666666668,0.0072335969695803,stop_loss,144.0,loss,10.0,long
BTCUSDT,2022-06-06 16:00:00,2022-06-19 16:00:00,-0.4471404817729302,0.3897601725298835,-0.1746673114934424,-0.1746673114934424,16666.666666666668,0.030788163711313894,stop_loss,312.0,loss,10.0,long
BTCUSDT,2022-06-21 16:00:00,2022-06-24 16:00:00,0.017321292765864242,0.802553974521726,0.013098718378577042,0.013098718378577042,16666.666666666668,0.014952265369006838,max_hold,72.0,win,10.000000000000002,long
BTCUSDT,2022-06-25 16:00:00,2022-07-03 16:00:00,-0.08428125830879903,0.8332996515645782,-0.07106484283371102,-0.07106484283371102,16666.666666666668,0.014400582044489236,stop_loss,192.0,loss,10.0,long
BTCUSDT,2022-07-04 16:00:00,2022-07-14 16:00:00,0.03837472481551076,0.7824695716311743,0.029244584916225724,0.029244584916225724,16666.666666666668,0.015336059618247154,trailing_stop,240.0,win,9.999999999999998,long
BTCUSDT,2022-07-15 16:00:00,2022-07-18 16:00:00,0.021133566558269663,0.8008759588388761,0.016124489422200548,0.016124489422200548,16666.666666666668,0.014983593735786263,max_hold,72.0,win,10.0,long
BTCUSDT,2022-07-19 16:00:00,2022-07-24 16:00:00,-0.030438516005289167,0.8680685511174634,-0.027290787037994552,-0.027290787037994552,16666.666666666668,0.013823793045552011,stop_loss,120.0,loss,10.0,long
BTCUSDT,2022-07-27 16:00:00,2022-08-03 16:00:00,0.02977924252853576,1.2366761086326326,0.03559060165958437,0.03559060165958437,16666.666666666668,0.009703429957313686,trailing_stop,168.0,win,10.0,long
BTCUSDT,2022-08-06 16:00:00,2022-08-23 16:00:00,-0.07443456117129452,1.3545285223663883,-0.1021782646787105,-0.1021782646787105,16666.666666666668,0.008859171144684175,stop_loss,408.0,loss,9.999999999999998,long
BTCUSDT,2022-08-24 16:00:00,2022-08-31 16:00:00,-0.07056554672523972,0.8730362171235737,-0.06247931418938365,-0.06247931418938365,16666.666666666668,0.013745134239146304,stop_loss,168.0,loss,10.0,long
BTCUSDT,2022-09-08 16:00:00,2022-09-22 16:00:00,-0.0021306886861706033,0.9194251724922,-0.002878433985301786,-0.002878433985301786,16666.666666666668,0.013051633084476814,max_hold,336.0,loss,9.999999999999998,long
BTCUSDT,2022-09-24 16:00:00,2022-09-28 16:00:00,0.02294640242168918,0.7088520237263121,0.015556751770126411,0.015556751770126411,16666.666666666668,0.016928780053300944,max_hold,96.0,win,10.0,long
BTCUSDT,2022-09-29 16:00:00,2022-10-03 16:00:00,0.0069844365913401055,1.8321599121493761,0.010964444819453198,0.010964444819453198,16666.666666666668,0.006549646633149148,max_hold,96.0,win,10.0,long
BTCUSDT,2022-10-04 16:00:00,2022-10-06 16:00:00,-0.010413531997617017,1.6256744502049865,-0.018554687355123063,-0.018554687355123063,16666.666666666668,0.007381551699042131,stop_loss,48.0,loss,10.0,long
BTCUSDT,2022-10-13 16:00:00,2022-10-16 16:00:00,0.0002813242285428811,1.3013240625712306,-0.0009352300745840912,-0.0009352300745840912,16666.666666666668,0.009221377168950303,max_hold,72.0,loss,10.0,long
BTCUSDT,2022-10-17 16:00:00,2022-10-21 16:00:00,-0.01744126641817309,2.1848554473903774,-0.040291501390522705,-0.040291501390522705,16666.666666666668,0.005492354203264556,stop_loss,96.0,loss,9.999999999999998,long
BTCUSDT,2022-10-22 16:00:00,2022-10-30 16:00:00,0.0735260256878802,1.6801868110491365,0.1218572718185872,0.1218572718185872,16666.666666666668,0.007142062966502517,trailing_stop,192.0,win,10.0,long
BTCUSDT,2022-11-04 16:00:00,2022-11-15 16:00:00,-0.22480670175784104,0.8717220956823546,-0.1968406912754656,-0.1968406912754656,16666.666666666668,0.013765855035034767,stop_loss,264.0,loss,10.0,long
BTCUSDT,2022-11-23 16:00:00,2022-11-29 16:00:00,-0.002842565473537117,2.1987430364319778,-0.008448814076973682,-0.008448814076973682,16666.666666666668,0.005457663674729843,max_hold,144.0,loss,10.0,long
BTCUSDT,2022-11-30 16:00:00,2022-12-03 16:00:00,-0.006435181873823529,2.6849175724934216,-0.01996285046771336,-0.01996285046771336,16666.666666666668,0.004469410950614724,stop_loss,72.0,loss,10.0,long
BTCUSDT,2022-12-04 16:00:00,2022-12-09 16:00:00,0.003338770550606684,1.9328143477802668,0.004520409276378553,0.004520409276378553,16666.666666666668,0.0062085631834124955,max_hold,120.0,win,9.999999999999998,long
BTCUSDT,2022-12-10 16:00:00,2022-12-20 16:00:00,-0.016170043103289754,2.2357958436416903,-0.0383887110054839,-0.0383887110054839,16666.666666666668,0.0053672163467547475,stop_loss,240.0,loss,10.0,long
BTCUSDT,2022-12-23 16:00:00,2022-12-26 16:00:00,-0.00022502069958828518,3.0,-0.0036750620987648554,-0.0036750620987648554,16666.666666666668,0.0020006932553523734,max_hold,72.0,loss,10.0,long
BTCUSDT,2023-01-01 16:00:00,2023-01-22 16:00:00,0.3137519993371251,0.8497753768336712,0.2657689480921896,0.2657689480921896,16666.666666666668,0.014121378810378019,trailing_stop,504.0,win,10.0,long
BTCUSDT,2023-01-23 16:00:00,2023-01-31 16:00:00,0.016163950644085538,1.3256595469724417,0.0201022359411509,0.0201022359411509,16666.666666666668,0.009052097899046369,trailing_stop,192.0,win,9.999999999999998,long
