strategy,CAGR,Sharpe,MaxDrawdown,Volatility
momentum,0.5194933824794772,0.9214747858661486,-0.5397088757906662,0.6671797474734038
relative_value,0.6007677207516093,0.9550008947816774,-0.6926176747780739,0.8769422364797039
volatility_target,-0.1441890357493052,0.5899519191289366,-0.987626287741755,1.4307815000829134
blended,0.8246628079652558,1.3036383557774949,-0.6596115296194224,0.5939228436692002
