symbol,entry_time,exit_time,entry_price,exit_price,pnl_log_return,zscore,vol,atr,position,rebalance_index
OPUSDT,2022-07-30 17:00:00,2022-07-31 18:00:00,1.704,1.648,-0.033415996919844065,0.8145797875920301,0.035181167333202645,0.03776923076923074,long,1356
OPUSDT,2022-08-04 05:00:00,2022-08-04 11:00:00,2.076,1.983,-0.0458321157659833,1.9238042719251869,0.033876501969402326,0.055846153846153844,long,1464
DOGEUSDT,2022-08-05 17:00:00,2022-08-07 00:00:00,0.06861,0.06767,-0.013795346458665479,1.588768056482872,0.0068400156991684155,0.000340769230769231,long,5132
DOGEUSDT,2022-08-08 17:00:00,2022-08-09 13:00:00,0.07024,0.06933,-0.013040236372462079,0.9853784376357455,0.006972662855488863,0.00044692307692307447,long,5204
DOGEUSDT,2022-08-11 17:00:00,2022-08-12 10:00:00,0.07167,0.07035,-0.01858946644542977,0.616894368874563,0.011260558908015224,0.0006307692307692317,long,5276
DOGEUSDT,2022-08-13 05:00:00,2022-08-13 06:00:00,0.07473,0.0739,-0.011168789988042835,1.0083157328589147,0.008113991893353954,0.0004184615384615374,long,5312
DOGEUSDT,2022-08-14 17:00:00,2022-08-15 07:00:00,0.07884,0.07599,-0.03681872960282578,2.5176084758226946,0.016391587985632738,0.0012238461538461565,long,5348
OPUSDT,2022-08-16 05:00:00,2022-08-16 13:00:00,1.505,1.454,-0.03447451908951141,0.9672690408880172,0.020424315971098426,0.026615384615384603,long,1752
OPUSDT,2022-08-23 17:00:00,2022-08-24 07:00:00,1.283,1.248,-0.027658815686263404,1.7692290709526501,0.021244885730259167,0.0232307692307692,long,1932
DOGEUSDT,2022-08-23 17:00:00,2022-08-24 02:00:00,0.06796,0.06723,-0.010799720322786092,0.7132962931565202,0.00734146099559406,0.00045153846153845836,long,5564
DOGEUSDT,2022-08-25 05:00:00,2022-08-25 16:00:00,0.06847,0.06811,-0.005271647879744537,0.8329607971407177,0.00535188869930101,0.00020846153846153877,long,5600
OPUSDT,2022-08-29 17:00:00,2022-08-30 13:00:00,1.152,1.131,-0.018397365139716057,1.9324016068229246,0.01476394044142818,0.012538461538461524,long,2076
OPUSDT,2022-09-03 05:00:00,2022-09-03 14:00:00,1.196,1.18,-0.013468217050866593,0.7542215840625042,0.014734807496305288,0.009846153846153855,long,2184
DOGEUSDT,2022-09-04 17:00:00,2022-09-04 22:00:00,0.06334,0.06275,-0.009358463098600412,0.9968262096956532,0.006168634568035389,0.000339230769230769,long,5852
OPUSDT,2022-09-06 05:00:00,2022-09-06 17:00:00,1.217,1.141,-0.06448374312545162,1.461496686467457,0.011879702581746435,0.010692307692307676,long,2256
DOGEUSDT,2022-09-06 05:00:00,2022-09-06 13:00:00,0.0634,0.06244,-0.015257765795948897,0.6166223537433642,0.008401511957397245,0.00038230769230769405,long,5888
OPUSDT,2022-09-09 05:00:00,2022-09-09 07:00:00,1.284,1.26,-0.018868484304382805,0.6955813394897258,0.013033635646698882,0.011461538461538464,long,2328
DOGEUSDT,2022-09-09 05:00:00,2022-09-11 05:00:00,0.06301,0.06408,0.016838858806139716,0.5695640300098551,0.0060142294323525065,0.0002776923076923068,long,5960
DOGEUSDT,2022-09-10 17:00:00,2022-09-11 06:00:00,0.06417,0.06347,-0.010968458444045356,0.500493342826802,0.0063085254621620115,0.00032000000000000295,long,5996
DOGEUSDT,2022-09-18 05:00:00,2022-09-18 09:00:00,0.06159,0.06036,-0.020172885799303784,1.1725846356040182,0.0050732998838451835,0.000226153846153846,long,6176
DOGEUSDT,2022-09-24 05:00:00,2022-09-24 18:00:00,0.0659,0.06429,-0.024734343354866187,2.497487133827123,0.0126797991053679,0.0007361538461538474,long,6320
OPUSDT,2022-09-27 05:00:00,2022-09-27 08:00:00,0.969,0.957,-0.012461220437812002,1.5377696046795326,0.008950716497472883,0.007076923076923074,long,2760
DOGEUSDT,2022-09-27 05:00:00,2022-09-27 09:00:00,0.06241,0.06204,-0.005946180637613596,0.5668791380550467,0.005453505597682967,0.0002399999999999993,long,6392
DOGEUSDT,2022-10-01 17:00:00,2022-10-02 10:00:00,0.06043,0.05967,-0.012656288839476566,0.8086693005064125,0.007039535404109023,0.00020230769230769342,long,6500
DOGEUSDT,2022-10-04 17:00:00,2022-10-06 17:00:00,0.06401,0.06395,-0.000937793129060152,1.6213307704447288,0.019865492646175657,0.0006800000000000006,long,6572
OPUSDT,2022-10-18 05:00:00,2022-10-18 08:00:00,0.751,0.736,-0.02017553303525856,2.0544208941247386,0.0098408387594202,0.004769230769230774,long,3264
OPUSDT,2022-10-22 17:00:00,2022-10-24 17:00:00,0.731,0.857,0.1590244588480012,0.8974722008593774,0.010830031523729147,0.004538461538461542,long,3372
OPUSDT,2022-10-24 05:00:00,2022-10-26 05:00:00,0.795,1.009,0.23837290569927683,2.1464541890181326,0.020627548089385207,0.0113076923076923,long,3408
DOGEUSDT,2022-10-25 17:00:00,2022-10-25 20:00:00,0.0638,0.06261,-0.018828180593525118,1.9185262129043585,0.009010930004782237,0.0003976923076923078,long,7076
OPUSDT,2022-10-25 17:00:00,2022-10-27 17:00:00,0.976,1.089,0.10955253651986799,1.0194897049656872,0.024585956239078666,0.015000000000000005,long,3444
DOGEUSDT,2022-10-27 05:00:00,2022-10-27 07:00:00,0.08018,0.078,-0.027565280524769226,2.931315799740901,0.014543663123493795,0.0009861538461538482,long,7112
OPUSDT,2022-10-27 05:00:00,2022-10-27 09:00:00,1.128,1.101,-0.024227295335324122,1.7966387918014315,0.01598248123530271,0.016461538461538423,long,3480
DOGEUSDT,2022-10-28 17:00:00,2022-10-29 22:00:00,0.08536,0.11941,0.3356853425517953,0.8384262177184474,0.02553439840307073,0.0013907692307692275,long,7148
DOGEUSDT,2022-10-30 05:00:00,2022-10-30 07:00:00,0.1398,0.13027,-0.07060361009023729,2.2012605396858684,0.04883633613669383,0.0038338461538461534,long,7184
OPUSDT,2022-11-03 17:00:00,2022-11-05 17:00:00,1.116,1.33,0.17542807827454318,1.4715848160609017,0.014935261539022398,0.012923076923076917,long,3660
OPUSDT,2022-11-05 05:00:00,2022-11-05 09:00:00,1.318,1.279,-0.030036913483609918,2.100206522333381,0.03164007358250537,0.021307692307692368,long,3696
DOGEUSDT,2022-11-05 05:00:00,2022-11-05 13:00:00,0.13017,0.12756,-0.02025444633651213,0.8384202337604025,0.021969274979663663,0.0014923076923076912,long,7328
OPUSDT,2022-11-11 05:00:00,2022-11-11 14:00:00,0.988,0.965,-0.023554596408881856,0.7205876604638318,0.0323527173897901,0.01507692307692309,long,3840
DOGEUSDT,2022-11-12 17:00:00,2022-11-13 08:00:00,0.08991,0.08613,-0.04295138719559931,0.7791103060392668,0.026234758031859342,0.0020499999999999984,long,7508
DOGEUSDT,2022-11-15 17:00:00,2022-11-15 18:00:00,0.08799,0.08607,-0.022062252996086287,0.6678621069210227,0.007293265653502556,0.0005753846153846165,long,7580
OPUSDT,2022-11-18 17:00:00,2022-11-18 18:00:00,0.906,0.892,-0.01557317346296992,0.6449063801143565,0.00855615187296484,0.004307692307692312,long,4020
OPUSDT,2022-11-20 05:00:00,2022-11-20 08:00:00,0.926,0.919,-0.007588112290492323,1.6813868774889862,0.005372691785397079,0.003999999999999986,long,4056
LINKUSDT,2022-11-23 05:00:00,2022-11-23 12:00:00,6.471,6.393,-0.012127014290539237,1.5293399708604012,0.013380054182723441,0.0413846153846152,long,7760
DOGEUSDT,2022-11-23 05:00:00,2022-11-23 13:00:00,0.08112,0.07957,-0.019292402453429572,1.2588877542006047,0.016302261856600605,0.000670769230769228,long,7760
OPUSDT,2022-11-23 05:00:00,2022-11-25 05:00:00,0.874,0.916,0.04693598901859476,0.9551600515075392,0.015214148369438364,0.008384615384615391,long,4128
OPUSDT,2022-11-24 17:00:00,2022-11-24 20:00:00,0.947,0.937,-0.010615810947655898,1.0800095068662465,0.009644298013622281,0.005615384615384595,long,4164
DOGEUSDT,2022-11-26 05:00:00,2022-11-26 14:00:00,0.09294,0.09176,-0.012777650835717014,2.24888919822457,0.016267060595998004,0.00073769230769231,long,7832
DOGEUSDT,2022-11-27 17:00:00,2022-11-27 23:00:00,0.1035,0.09868,-0.04768932104426772,1.8891975235151186,0.017995321866896456,0.001366153846153846,long,7868
OPUSDT,2022-11-30 17:00:00,2022-12-02 17:00:00,0.949,1.113,0.15940555266561707,2.1302717483638025,0.013128600291791838,0.007461538461538468,long,4308
DOGEUSDT,2022-11-30 17:00:00,2022-12-02 02:00:00,0.10159,0.09918,-0.02400872404246577,0.5080756497097287,0.016885874421538265,0.0006246153846153816,long,7940
DOGEUSDT,2022-12-03 17:00:00,2022-12-03 22:00:00,0.10153,0.09995,-0.015684260366722293,0.5904604568667541,0.008122595938887202,0.0006253846153846152,long,8012
OPUSDT,2022-12-05 05:00:00,2022-12-05 15:00:00,1.078,1.046,-0.03013410684407433,0.5605443428878275,0.009006242323836598,0.005923076923076886,long,4416
OPUSDT,2022-12-09 17:00:00,2022-12-09 20:00:00,1.093,1.077,-0.014746811020150019,1.150292773933605,0.008171335365528736,0.00653846153846157,long,4524
OPUSDT,2022-12-14 05:00:00,2022-12-14 21:00:00,1.173,1.16,-0.011144564553065287,1.9782649713427753,0.016616719015563306,0.008230769230769212,long,4632
DOGEUSDT,2022-12-23 05:00:00,2022-12-23 08:00:00,0.07828,0.07769,-0.00756559356554619,1.785399676998552,0.009798222395926317,0.0003292307692307708,long,8480
OPUSDT,2022-12-27 17:00:00,2022-12-28 03:00:00,0.931,0.915,-0.017335212001545787,0.861703059438031,0.005935580782623588,0.0044615384615384395,long,4956
OPUSDT,2023-01-02 17:00:00,2023-01-04 17:00:00,0.953,1.039,0.08639908744502532,2.0272872093510923,0.006210225503310668,0.003538461538461533,long,5100
DOGEUSDT,2023-01-02 17:00:00,2023-01-02 23:00:00,0.07202,0.0714,-0.008645988875190443,1.4016011385258063,0.006788094071839973,0.0003092307692307689,long,8732
OPUSDT,2023-01-04 05:00:00,2023-01-06 05:00:00,1.023,1.022,-0.0009779951879766258,1.3668722202193198,0.010485844020447591,0.007999999999999998,long,5136
OPUSDT,2023-01-07 05:00:00,2023-01-08 00:00:00,1.092,1.074,-0.016620881236040407,1.9415092048580573,0.013720037908361031,0.009153846153846205,long,5208
OPUSDT,2023-01-08 17:00:00,2023-01-10 17:00:00,1.126,1.259,0.11164622534471155,0.612982447813671,0.011122063741547745,0.008153846153846126,long,5244
DOGEUSDT,2023-01-10 05:00:00,2023-01-12 05:00:00,0.07609,0.0788,0.03499614667540193,0.6223950370227452,0.011077035966218665,0.0007107692307692306,long,8912
OPUSDT,2023-01-13 05:00:00,2023-01-15 05:00:00,1.383,1.694,0.20283754354724137,1.5433412201653973,0.022708258867740007,0.0219230769230769,long,5352
DOGEUSDT,2023-01-13 05:00:00,2023-01-13 12:00:00,0.08014,0.07929,-0.010663087923691028,0.90025533027127,0.009595065554800348,0.0005053846153846137,long,8984
DOGEUSDT,2023-01-14 17:00:00,2023-01-15 02:00:00,0.08623,0.08443,-0.02109535628282443,1.9213406415226622,0.019272881054311866,0.000986153846153847,long,9020
OPUSDT,2023-01-16 05:00:00,2023-01-16 07:00:00,1.811,1.772,-0.021770326718387085,2.0113632661874696,0.017041124449372315,0.02069230769230767,long,5424
OPUSDT,2023-01-20 17:00:00,2023-01-21 23:00:00,1.927,2.202,0.13340164886825878,1.449691434405025,0.015506607397465642,0.01915384615384618,long,5532
DOGEUSDT,2023-01-28 05:00:00,2023-01-28 06:00:00,0.09229,0.09067,-0.017709251619520607,1.6663434059051383,0.009268398843097905,0.000769230769230771,long,9344
OPUSDT,2023-01-28 05:00:00,2023-01-28 06:00:00,2.281,2.237,-0.01947826079425848,0.6712867047741672,0.01408898206433123,0.020615384615384598,long,5712
DOGEUSDT,2023-01-29 17:00:00,2023-01-30 02:00:00,0.08943,0.08897,-0.005156962101413852,0.7070384839690658,0.005030320882613453,0.0002800000000000014,long,9380
OPUSDT,2023-01-29 17:00:00,2023-01-30 09:00:00,2.244,2.143,-0.04605327116901006,0.6198214076701055,0.007725455191332122,0.01092307692307695,long,5748
DOGEUSDT,2023-01-31 05:00:00,2023-02-01 15:00:00,0.09176,0.08946,-0.025384874816413106,0.7602298380610389,0.00919312812997691,0.0007323076923076913,long,9416
DOGEUSDT,2023-02-04 17:00:00,2023-02-04 18:00:00,0.09888,0.09727,-0.0164163768280317,1.3858584239977594,0.010529208707350666,0.0006615384615384612,long,9524
OPUSDT,2023-02-12 05:00:00,2023-02-12 15:00:00,2.493,2.465,-0.011294997046767436,0.6847462844313623,0.009640613306693593,0.017615384615384692,long,6072
DOGEUSDT,2023-02-15 05:00:00,2023-02-16 22:00:00,0.08655,0.08502,-0.017835758691574197,1.2617193446206094,0.008037324084533146,0.0005107692307692291,long,9776
OPUSDT,2023-02-15 05:00:00,2023-02-16 21:00:00,2.39,2.726,0.13154196733092158,0.953173160826488,0.01403866342645908,0.018307692307692306,long,6144
OPUSDT,2023-02-16 17:00:00,2023-02-16 20:00:00,2.918,2.799,-0.04163623956727747,2.156037046724982,0.01219736728548304,0.03000000000000001,long,6180
DOGEUSDT,2023-02-16 17:00:00,2023-02-16 20:00:00,0.08993,0.08777,-0.02431183332239779,1.5502089316888297,0.008118010537199207,0.0006784615384615391,long,9812
OPUSDT,2023-02-24 05:00:00,2023-02-25 02:00:00,3.006,2.88,-0.042819997182928185,0.975926150466219,0.018189993467210227,0.028230769230769264,long,6360
DOGEUSDT,2023-02-28 17:00:00,2023-02-28 19:00:00,0.08192,0.08128,-0.007843177461025893,0.7943135345885001,0.005779353514928564,0.00024923076923076976,long,10100
DOGEUSDT,2023-03-14 05:00:00,2023-03-14 07:00:00,0.0724,0.07189,-0.0070691263958906105,1.9476461814794241,0.009122042773392238,0.0002853846153846136,long,10424
OPUSDT,2023-03-14 05:00:00,2023-03-15 09:00:00,2.596,2.673,0.02922963831493831,1.2772628539737112,0.01761238166534049,0.022769230769230757,long,6792
DOGEUSDT,2023-03-17 05:00:00,2023-03-19 05:00:00,0.07332,0.07459,0.017173026995567674,0.6801073742154424,0.010195576985034717,0.000672307692307691,long,10496
OPUSDT,2023-03-18 17:00:00,2023-03-18 22:00:00,2.71,2.645,-0.024277569581346838,2.3970817016805426,0.0167682055732934,0.02915384615384612,long,6900
DOGEUSDT,2023-03-18 17:00:00,2023-03-18 22:00:00,0.07455,0.07363,-0.012417489830122027,1.1004695772422268,0.008750636225890548,0.00046307692307692185,long,10532
DOGEUSDT,2023-03-21 17:00:00,2023-03-22 19:00:00,0.07527,0.07207,-0.04344378011009105,0.7033961510766288,0.00892112551911074,0.0006069230769230776,long,10604
DOGEUSDT,2023-03-29 06:00:00,2023-03-29 16:00:00,0.07582,0.07518,-0.008476871952156916,1.381052349545166,0.005668785002835884,0.00038538461538461437,long,10784
OPUSDT,2023-03-29 06:00:00,2023-03-29 14:00:00,2.261,2.217,-0.0196522626616584,1.1093097802683447,0.014656592658502918,0.024307692307692363,long,7152
DOGEUSDT,2023-04-01 06:00:00,2023-04-01 10:00:00,0.07708,0.07646,-0.008076115277898893,1.67923194893486,0.006657220557664902,0.00038538461538461117,long,10856
DOGEUSDT,2023-04-04 06:00:00,2023-04-04 23:00:00,0.09929,0.09512,-0.04290560866297645,1.7689141876772472,0.05238720191990944,0.0025684615384615386,long,10928
OPUSDT,2023-04-05 18:00:00,2023-04-06 00:00:00,2.265,2.241,-0.010652564116207361,0.8074766320194529,0.009333307146995316,0.010615384615384641,long,7332
OPUSDT,2023-04-11 18:00:00,2023-04-11 19:00:00,2.322,2.304,-0.007782140442055075,1.4231129127378246,0.006959495317035537,0.00976923076923089,long,7476
OPUSDT,2023-04-14 18:00:00,2023-04-16 18:00:00,2.615,2.693,0.029391716312575547,1.9048660891922506,0.014148298354340701,0.027692307692307648,long,7548
DOGEUSDT,2023-04-14 18:00:00,2023-04-16 18:00:00,0.08821,0.09048,0.02540849653718954,0.6377374458287257,0.011683155124667752,0.0008315384615384605,long,11180
DOGEUSDT,2023-04-17 18:00:00,2023-04-19 08:00:00,0.09108,0.0869,-0.04698020892419238,0.621529910570271,0.014735089384476057,0.0010669230769230764,long,11252
DOGEUSDT,2023-04-26 18:00:00,2023-04-26 19:00:00,0.08213,0.07725,-0.06125644197424605,1.888086854110619,0.0056277390276038034,0.0004007692307692302,long,11468
OPUSDT,2023-04-26 18:00:00,2023-04-26 19:00:00,2.314,2.142,-0.07723765674592784,1.529161296966099,0.007694168831259717,0.016076923076923082,long,7836
DOGEUSDT,2023-05-04 06:00:00,2023-05-04 12:00:00,0.07943,0.0787,-0.009232975221683114,1.2771429238082315,0.006086568664344007,0.0003615384615384612,long,11648
OPUSDT,2023-05-13 06:00:00,2023-05-14 01:00:00,1.629,1.609,-0.012353461609661888,0.7112224825786438,0.010025361544696557,0.011538461538461532,long,8232
OPUSDT,2023-05-17 18:00:00,2023-05-18 17:00:00,1.8,1.734,-0.03735578654376897,1.4761386017101557,0.014095041434062608,0.01638461538461539,long,8340
DOGEUSDT,2023-05-17 18:00:00,2023-05-18 06:00:00,0.0748,0.07372,-0.01454375217880922,1.4565554685507704,0.006554007065294375,0.000460000000000001,long,11972
OPUSDT,2023-05-23 18:00:00,2023-05-24 01:00:00,1.666,1.643,-0.013901704689519902,0.8401509667386918,0.009240179619436198,0.009,long,8484
DOGEUSDT,2023-05-28 06:00:00,2023-05-28 12:00:00,0.07276,0.07227,-0.006757248355031878,2.7589433025143646,0.005011367442271053,0.0002830769230769233,long,12224
OPUSDT,2023-06-03 06:00:00,2023-06-05 02:00:00,1.463,1.443,-0.013764842246253477,1.4732192132610151,0.006869533328683813,0.005076923076923064,long,8736
OPUSDT,2023-06-04 18:00:00,2023-06-04 23:00:00,1.493,1.48,-0.008745430781029767,1.3922632949099896,0.00595181652585544,0.0047692307692307565,long,8772
OPUSDT,2023-06-21 06:00:00,2023-06-22 11:00:00,1.353,1.349,-0.0029607719630321337,2.3075551828513596,0.0160697281377557,0.015615384615384604,long,9168
DOGEUSDT,2023-06-22 18:00:00,2023-06-24 18:00:00,0.06632,0.06659,0.004062905295491294,0.9561054638194064,0.011644644362630355,0.0005584615384615397,long,12836
DOGEUSDT,2023-06-24 06:00:00,2023-06-24 07:00:00,0.06831,0.0676,-0.01044818569483954,0.8656382613418063,0.009132631396943222,0.00033846153846153857,long,12872
DOGEUSDT,2023-06-30 06:00:00,2023-06-30 13:00:00,0.06495,0.06341,-0.023996165404668326,0.9160450428932915,0.005859294966346654,0.00029923076923077174,long,13016
DOGEUSDT,2023-07-01 18:00:00,2023-07-02 00:00:00,0.06846,0.06773,-0.01072041987522693,2.059691393606823,0.00968793936699117,0.0003307692307692285,long,13052
DOGEUSDT,2023-07-04 18:00:00,2023-07-05 09:00:00,0.06894,0.06797,-0.014170129730172494,1.918998584146935,0.009461039367747469,0.000502307692307694,long,13124
OPUSDT,2023-07-12 06:00:00,2023-07-12 19:00:00,1.228,1.198,-0.024733330031693125,0.5826980112843276,0.005288894372255806,0.0030769230769230626,long,9672
OPUSDT,2023-07-13 18:00:00,2023-07-14 19:00:00,1.377,1.413,0.02580788395587272,2.060904260852621,0.015173727701245237,0.018384615384615326,long,9708
DOGEUSDT,2023-07-13 18:00:00,2023-07-14 18:00:00,0.06896,0.06743,-0.022436603608946885,1.9279565873525522,0.00914877291849291,0.0004784615384615398,long,13340
OPUSDT,2023-07-15 06:00:00,2023-07-16 02:00:00,1.479,1.437,-0.028808576631774843,0.8491876122953957,0.025199606265444183,0.01915384615384613,long,9744
OPUSDT,2023-07-19 18:00:00,2023-07-19 22:00:00,1.611,1.551,-0.03795522000043563,1.48545417098295,0.011819163179258846,0.017538461538461537,long,9852
DOGEUSDT,2023-07-19 18:00:00,2023-07-21 18:00:00,0.07036,0.07318,0.039297239721703146,1.204576786144795,0.01075691559736099,0.0005638461538461509,long,13484
