timestamp,rolling_sharpe,rolling_drawdown
2023-03-24,0.0515064691863974,-0.2699215908802295
2023-06-02,0.08525452725772695,-0.31727526666031136
2023-06-02,0.12822210313102567,-0.35564679406799604
2023-06-05,0.07162012100103608,-0.4351818287396094
2023-06-13,0.09903936243916299,-0.23758910468477556
2023-06-14,0.13238568864270153,0.0
2023-06-28,0.20944027719796773,0.0
2023-06-29,0.1632749743882474,-0.009776538358243658
2023-07-16,0.13067180393285815,-0.09248422153089875
2023-08-20,0.15037053171792764,-0.10729388615338897
2023-09-15,0.21029660853462043,-0.009386309353596856
2023-10-26,0.21286605675466452,-0.22174145568442716
2023-10-26,0.34039493246084446,0.0
2023-10-29,0.2823614157573572,-0.1961432209887971
2023-11-01,0.30581582669939367,-0.0006869557493822676
2023-12-11,0.33763289217539916,0.0
2023-12-14,0.35003635243001613,0.0
2024-01-02,0.3608814810994805,0.0
2024-01-05,0.3633993241277674,-0.035844966782871523
2024-01-17,0.3850110979705904,0.0
2024-01-29,0.39820778687346375,0.0
2024-04-09,0.3609911144218935,0.0
2024-05-08,0.30910722559234877,-0.055620106635272504
2024-05-18,0.2827953725938992,0.0
2024-05-27,0.22540482800630426,-0.035789792014217614
2024-05-28,0.28465155680076604,-0.048370336488055554
2024-06-11,0.3542161418580554,0.0
2024-07-04,0.31280339307710486,-0.26388434602803756
2024-07-11,0.33966752545459883,-0.23328098223637406
2024-08-11,0.27566951072795676,-0.265688902073536
2024-08-12,0.3121152724793794,-0.09241645352311034
2024-08-29,0.35235309239316204,0.0
2024-11-15,0.3898576439868303,0.0
2024-12-21,0.47369067748205995,0.0
2025-01-31,0.4308777062983141,0.0
2025-03-06,0.3531632341677378,-0.12061663789937649
2025-04-22,0.2909422604919436,-0.32544196459523655
2025-07-17,0.3314376080017715,-0.16243864044290535
