timestamp,price,zscore,trend,signal,position,qty,pnl
2025-07-31 16:05:00,118316.01,0.10676228826415016,UP,—,HOLD,0,
2025-07-31 16:09:00,118381.0,8.445576652168215,UP,—,HOLD,0,
2025-07-31 16:10:00,118381.0,6.784524734995412,UP,—,HOLD,0,
2025-07-31 16:11:00,118381.0,4.995794896101183,UP,—,HOLD,0,
2025-07-31 16:12:00,118381.0,5.214099665688174,UP,—,HOLD,0,
2025-07-31 16:13:00,118381.0,4.850308144970582,UP,—,HOLD,0,
2025-07-31 16:14:00,118322.99,0.5698881743526489,UP,—,HOLD,0,
2025-07-31 16:15:00,118400.0,4.003339060760155,UP,—,HOLD,0,
2025-07-31 16:16:00,118437.81,6.013927267581934,UP,—,HOLD,0,
2025-07-31 16:17:00,118423.66,5.430919116290814,UP,—,HOLD,0,
2025-07-31 16:18:00,118435.84,5.40768917066196,UP,—,HOLD,0,
2025-07-31 16:19:00,118435.84,5.831685672876456,UP,—,HOLD,0,
2025-07-31 16:20:00,118406.86,2.8274444199224797,UP,—,HOLD,0,
2025-07-31 16:21:00,118435.68,5.550250998391128,UP,—,HOLD,0,
2025-07-31 16:22:00,118449.99,5.943574601232573,UP,—,HOLD,0,
2025-07-31 16:23:00,118449.0,5.200889562123754,UP,—,HOLD,0,
2025-07-31 16:24:00,118440.23,5.36857224641362,UP,—,HOLD,0,
2025-07-31 16:25:00,118396.13,3.04510554307111,UP,—,HOLD,0,
2025-07-31 16:26:00,118448.21,2.769198083991284,UP,—,HOLD,0,
2025-07-31 16:27:00,118482.59,3.77463200673067,UP,—,HOLD,0,
2025-07-31 16:29:00,118533.76,5.419641954248304,UP,—,HOLD,0,
2025-07-31 16:30:00,118551.73,6.059374785323198,UP,—,HOLD,0,
2025-07-31 16:31:00,118566.13,6.491515636267232,UP,—,HOLD,0,
2025-07-31 16:32:00,118566.13,6.491515636267232,UP,—,HOLD,0,
2025-07-31 16:33:00,118566.13,5.77315659078395,UP,—,HOLD,0,
2025-07-31 16:34:00,118566.13,7.526692893857577,UP,—,HOLD,0,
2025-07-31 16:47:00,118451.98,-0.20188676559160196,UP,—,HOLD,0,
2025-07-31 16:48:00,118420.01,-0.6985180722336092,UP,—,HOLD,0,
2025-07-31 16:51:00,118499.98,-0.37754598345671675,UP,—,HOLD,0,
2025-07-31 16:52:00,118425.35,-0.8015161059906967,UP,—,HOLD,0,
2025-07-31 16:53:00,118480.5,-0.4864637813263732,UP,—,HOLD,0,
2025-07-31 16:55:00,118556.7,-3.0705157293319085,UP,—,HOLD,0,
2025-07-31 16:56:00,118518.89,-3.306328656050279,UP,—,HOLD,0,
2025-07-31 16:57:00,118500.01,-3.607919099429415,UP,—,HOLD,0,
2025-07-31 16:58:00,118505.99,-2.321201694387301,UP,—,HOLD,0,
2025-07-31 16:59:00,118515.39,-2.160047408850789,UP,—,HOLD,0,
2025-07-31 17:00:00,118541.1,-1.124992164750193,UP,—,HOLD,0,
2025-07-31 17:01:00,118511.5,-1.5345954200998486,UP,—,HOLD,0,
2025-07-31 17:02:00,118398.11,-2.6735883775116713,DOWN,—,HOLD,0,
2025-07-31 17:03:00,118303.31,-3.3672958588336543,DOWN,—,HOLD,0,
2025-07-31 17:04:00,118295.84,-3.2226879973677027,DOWN,—,HOLD,0,
2025-07-31 17:05:00,118312.0,-2.9581898558946023,DOWN,—,HOLD,0,
2025-07-31 17:06:00,118315.51,-1.7329836726007768,DOWN,—,HOLD,0,
2025-07-31 17:07:00,118354.52,-0.9913526759197664,DOWN,—,HOLD,0,
2025-07-31 17:08:00,118561.37,1.2986180239928435,DOWN,—,HOLD,0,
2025-07-31 17:09:00,118301.33,-6.584993486738406,DOWN,—,HOLD,0,
2025-07-31 17:10:00,118350.5,-3.359591071407172,DOWN,—,HOLD,0,
2025-07-31 17:11:00,118324.33,-2.649340345529081,DOWN,—,HOLD,0,
2025-07-31 17:13:00,118336.78,-4.466363408339522,DOWN,—,HOLD,0,
2025-07-31 17:14:00,118298.82,-5.868536642196903,DOWN,—,HOLD,0,
2025-07-31 17:15:00,118280.03,-5.743141096134499,DOWN,—,HOLD,0,
2025-07-31 17:16:00,118276.02,-5.030959609758783,DOWN,—,HOLD,0,
2025-07-31 17:17:00,118306.51,-5.052550150473663,DOWN,—,HOLD,0,
2025-07-31 17:18:00,118294.54,-4.921546004402631,DOWN,—,HOLD,0,
2025-07-31 17:19:00,118130.43,-7.397737490018381,DOWN,—,HOLD,0,
2025-07-31 17:20:00,118132.49,-6.7511546557002315,DOWN,—,HOLD,0,
2025-07-31 17:21:00,118090.9,-6.119340236528021,DOWN,—,HOLD,0,
2025-07-31 17:22:00,117938.2,-6.42131026788796,DOWN,—,HOLD,0,
2025-07-31 17:23:00,117973.33,-5.555346410124077,DOWN,—,HOLD,0,
2025-07-31 17:24:00,118005.56,-4.660260937401794,DOWN,—,HOLD,0,
2025-07-31 17:25:00,117939.83,-6.442739892929805,DOWN,—,HOLD,0,
2025-07-31 17:26:00,117830.88,-7.811633201647585,DOWN,—,HOLD,0,
2025-07-31 17:27:00,117864.93,-7.250298438261129,DOWN,—,HOLD,0,
2025-07-31 17:28:00,117826.01,-6.627932786280969,DOWN,—,HOLD,0,
2025-07-31 17:29:00,117832.92,-5.93630038837205,DOWN,—,HOLD,0,
2025-07-31 17:30:00,117864.43,-6.130815360772176,DOWN,—,HOLD,0,
2025-07-31 17:31:00,117929.58,-4.6166917877608356,DOWN,—,HOLD,0,
2025-07-31 17:32:00,117791.48,-6.322493388686033,DOWN,—,HOLD,0,
2025-07-31 17:33:00,117824.22,-5.227007744800883,DOWN,—,HOLD,0,
2025-07-31 17:34:00,117898.31,-4.416551243874016,DOWN,—,HOLD,0,
2025-07-31 17:35:00,117926.73,-3.835498370995369,DOWN,—,HOLD,0,
2025-07-31 17:37:00,117926.73,-4.555668082753066,DOWN,—,HOLD,0,
