timestamp,price,zscore,trend,signal,position,qty,pnl
2025-07-31 13:20:00,118360.49,-3.6090446850328117,DOWN,—,HOLD,0,
2025-07-31 13:21:00,118292.08,-2.912672906906137,DOWN,—,HOLD,0,
2025-07-31 13:22:00,118292.08,-2.828058087837557,DOWN,—,HOLD,0,
2025-07-31 13:23:00,118241.0,-3.055983617682546,DOWN,—,HOLD,0,
2025-07-31 13:24:00,118169.2,-3.357426419596845,DOWN,—,HOLD,0,
2025-07-31 13:25:00,118148.07,-3.004817714376293,DOWN,—,HOLD,0,
2025-07-31 13:26:00,118166.92,-2.5666092585704754,DOWN,—,HOLD,0,
2025-07-31 13:27:00,118124.76,-3.5146245923938673,DOWN,—,HOLD,0,
2025-07-31 13:28:00,118141.16,-2.894837229355072,DOWN,—,HOLD,0,
2025-07-31 13:29:00,118140.51,-2.656179641521533,DOWN,—,HOLD,0,
2025-07-31 13:31:00,118067.23,-3.1805531883566163,DOWN,—,HOLD,0,
2025-07-31 14:51:00,118041.07,0.7534872436459125,DOWN,—,HOLD,0,
2025-07-31 14:52:00,118008.2,0.4314800493614686,DOWN,—,HOLD,0,
2025-07-31 14:53:00,118040.7,1.0361074776568087,DOWN,—,HOLD,0,
2025-07-31 14:54:00,117901.68,-0.4516981470519218,DOWN,—,HOLD,0,
2025-07-31 14:55:00,118071.24,-0.016903481389012702,DOWN,—,HOLD,0,
2025-07-31 14:56:00,118043.23,-0.2954190525699767,DOWN,—,HOLD,0,
2025-07-31 14:57:00,118048.14,0.1801879267567416,DOWN,—,HOLD,0,
2025-07-31 14:58:00,117935.73,-0.6597262641746657,DOWN,—,HOLD,0,
2025-07-31 14:59:00,117913.05,-1.6211309434606533,DOWN,—,HOLD,0,
2025-07-31 15:00:00,118023.82,0.2703154206998619,DOWN,—,HOLD,0,
2025-07-31 15:02:00,118110.87,1.5462844587814528,DOWN,—,HOLD,0,
2025-07-31 15:03:00,118150.18,3.660377068707916,DOWN,—,HOLD,0,
2025-07-31 15:04:00,118176.01,1.6344961319282025,DOWN,—,HOLD,0,
2025-07-31 15:05:00,118108.52,1.6371907622947857,DOWN,—,HOLD,0,
2025-07-31 15:08:00,118128.41,0.09230780501363169,UP,—,HOLD,0,
2025-07-31 15:09:00,118046.0,-1.9584486508742525,DOWN,—,HOLD,0,
2025-07-31 15:10:00,118045.56,0.4692889327312824,DOWN,—,HOLD,0,
2025-07-31 15:12:00,117587.57,-3.4817316245843313,DOWN,—,HOLD,0,
2025-07-31 15:13:00,118038.27,0.02469752974846789,DOWN,—,HOLD,0,
2025-07-31 15:14:00,118100.0,-0.12735801612273845,DOWN,—,HOLD,0,
2025-07-31 15:15:00,118275.0,0.7584905643310144,DOWN,—,HOLD,0,
2025-07-31 15:16:00,118125.0,0.3645930325233277,DOWN,—,HOLD,0,
2025-07-31 15:17:00,118109.65,0.30323455227535406,DOWN,—,HOLD,0,
2025-07-31 15:18:00,118122.81,0.7383266642601772,DOWN,—,HOLD,0,
2025-07-31 15:22:00,118008.4,-0.2959157455507501,UP,—,HOLD,0,
2025-07-31 15:23:00,117999.94,-0.3931527339261065,UP,—,HOLD,0,
2025-07-31 15:24:00,117894.15,-0.5116889044921601,UP,—,HOLD,0,
2025-07-31 15:25:00,117960.0,-0.29408137957420893,DOWN,—,HOLD,0,
2025-07-31 15:26:00,117980.0,-0.2743434197140894,DOWN,—,HOLD,0,
2025-07-31 15:27:00,118047.68,-0.1728526274349719,DOWN,—,HOLD,0,
2025-07-31 15:28:00,118059.52,-0.08952873550392551,DOWN,—,HOLD,0,
2025-07-31 15:29:00,118058.32,0.02367026817011615,UP,—,HOLD,0,
2025-07-31 15:30:00,118126.56,0.300121270662869,UP,—,HOLD,0,
2025-07-31 15:31:00,118137.68,0.1304647241960402,UP,—,HOLD,0,
2025-07-31 15:33:00,118148.22,0.12189425819756125,UP,—,HOLD,0,
2025-07-31 15:34:00,118084.19,0.04286385977813595,UP,—,HOLD,0,
2025-07-31 15:35:00,118174.37,-0.1382354368170925,UP,—,HOLD,0,
2025-07-31 15:36:00,118210.93,0.17734623885456685,UP,—,HOLD,0,
2025-07-31 15:37:00,118260.43,0.22484192377277562,UP,—,HOLD,0,
2025-07-31 15:38:00,118247.62,0.08787664515267321,UP,—,HOLD,0,
2025-07-31 15:39:00,118270.9,-0.30494129332729325,UP,—,HOLD,0,
2025-07-31 15:41:00,118266.07,-2.3454184800270252,UP,—,HOLD,0,
2025-07-31 15:48:00,118296.39,-2.382807369687606,UP,—,HOLD,0,
2025-07-31 15:50:00,118141.73,0.2944190205796808,UP,—,HOLD,0,
2025-07-31 15:51:00,118027.78,-1.4645747050154563,UP,—,HOLD,0,
2025-07-31 15:55:00,118150.0,-0.20035816881668458,UP,—,HOLD,0,
2025-07-31 16:00:00,117606.64,-4.063171610988214,DOWN,—,HOLD,0,
2025-07-31 16:03:00,118309.25,-0.34114752261337794,UP,—,HOLD,0,
