timestamp,rolling_sharpe,rolling_drawdown
2022-07-08 08:00:00,-0.13464293143913372,-0.25006177531013163
2022-07-08 08:00:00,-0.15868285584854214,-0.27733526181579027
2022-07-16 06:00:00,-0.3290068974732459,-0.28522950934377955
2022-07-17 12:00:00,-0.3154892749662719,-0.29068197667152806
2022-07-17 17:00:00,-0.1055240015046697,-0.17902655402342782
2022-07-18 19:00:00,-0.104047265938364,-0.19069112508715236
2022-07-19 03:00:00,-0.07944781234977179,-0.176405600922926
2022-07-19 03:00:00,0.08986457818355277,0.0
2022-07-20 17:00:00,0.08719693338264078,-0.02019985343216857
2022-07-23 08:00:00,0.06365550550803138,-0.0551574125761346
2022-07-24 22:00:00,0.06535366587894967,-0.06377474804039618
2022-07-25 02:00:00,0.045388509197538666,-0.12614354691525242
2022-07-29 06:00:00,0.04742298042136337,-0.13708610626604434
2022-07-29 10:00:00,0.027163666667752173,-0.18713955951020655
2022-07-29 11:00:00,0.164870271134021,0.0
2022-07-30 19:00:00,0.1648801902824367,-0.026302579529589032
2022-07-31 18:00:00,0.16539758480321456,-0.05883964953288856
2022-08-04 11:00:00,0.16416899165965473,-0.10197501966985056
2022-08-07 00:00:00,0.16494630191237133,-0.11436358540204117
2022-08-09 13:00:00,0.16500801544604618,-0.12591249358845846
2022-08-12 10:00:00,0.1695597770594212,-0.14216131395926512
2022-08-13 06:00:00,0.17308950286190272,-0.15174233408727278
2022-08-15 07:00:00,0.15563210832872418,-0.18297410372203748
2022-08-16 13:00:00,0.15628391401190073,-0.21114067857989727
2022-08-24 02:00:00,0.16439684889631442,-0.21966013862525713
2022-08-24 07:00:00,0.13772926207651254,-0.24124341502366542
2022-08-25 16:00:00,0.14289906239739358,-0.2452433125660981
2022-08-30 13:00:00,0.10909317367841279,-0.2591288469364621
2022-09-03 14:00:00,0.10817050202420267,-0.26910706043264776
2022-09-04 22:00:00,0.1151719950439864,-0.2759470950366164
2022-09-06 13:00:00,0.11613412277428321,-0.2869945246844242
2022-09-06 17:00:00,0.10811267392885986,-0.33297178660171434
2022-09-09 07:00:00,0.10592608585393007,-0.3455575979768004
2022-09-11 05:00:00,0.1125485293739715,-0.3345375347723808
2022-09-11 06:00:00,0.06896300292552257,-0.34183663216830196
2022-09-18 09:00:00,0.06729842008702958,-0.355113686624856
2022-09-24 18:00:00,0.05558345936204245,-0.37106452612473073
2022-09-27 08:00:00,-0.03424068391435247,-0.3789018297058502
2022-09-27 09:00:00,-0.029850496927558916,-0.38259499162011046
2022-10-02 10:00:00,-0.022770343346898484,-0.3904090477371057
2022-10-06 17:00:00,-0.020239739030304724,-0.39098071794367517
2022-10-18 08:00:00,-0.005902637437851385,-0.40326800658791195
2022-10-24 17:00:00,0.045843119820830586,-0.3083730242582656
2022-10-25 20:00:00,0.05789499015233829,-0.3213951018608846
2022-10-26 05:00:00,-0.07447994251893734,-0.15963408046970184
2022-10-27 07:00:00,-0.07518338063864012,-0.18279900278501027
2022-10-27 09:00:00,-0.07006854968648386,-0.20259757269285905
2022-10-27 17:00:00,0.018422387790911997,-0.11524011415426216
2022-10-29 22:00:00,0.14824656546988865,0.0
2022-10-30 07:00:00,0.12420509226096264,-0.0706036100902373
2022-11-05 09:00:00,0.11962192011887822,-0.09851980904593627
2022-11-05 13:00:00,0.1160386680963223,-0.11677879119704404
2022-11-05 17:00:00,0.18711027143735998,0.0
2022-11-11 14:00:00,0.1914547325321925,-0.02355459640888191
2022-11-13 08:00:00,0.17877422202993304,-0.06549428101388732
2022-11-15 18:00:00,0.18096058783968058,-0.08611158261244856
2022-11-18 18:00:00,0.17704603668846644,-0.10034372546222392
2022-11-20 08:00:00,0.18117415310038001,-0.10717041829626262
2022-11-23 12:00:00,0.1816871371634628,-0.11799777539259992
2022-11-23 13:00:00,0.17788173751880176,-0.13501371727454614
2022-11-24 20:00:00,0.17965375401797284,-0.14419624812427512
2022-11-25 05:00:00,0.22257368374592457,-0.10402825262416382
2022-11-26 14:00:00,0.2250029765226365,-0.11547666677079949
2022-11-27 23:00:00,0.19957008916445523,-0.15765898398031264
2022-12-02 02:00:00,0.19448123905144438,-0.1778825169835796
2022-12-02 17:00:00,0.25064818779953385,-0.04683242524728104
2022-12-03 22:00:00,0.2541945307307501,-0.061782153662819805
2022-12-05 15:00:00,0.24726422996388134,-0.0900545104873618
2022-12-09 20:00:00,0.24392156584287897,-0.10347330465984261
2022-12-14 21:00:00,0.24449718912185614,-0.11346470428960731
2022-12-23 08:00:00,0.24202193839446023,-0.12017187001846352
2022-12-28 03:00:00,0.24311979982795945,-0.13542387717661697
2023-01-02 23:00:00,0.1914525200730929,-0.14289899271630324
2023-01-04 17:00:00,0.22804891619929343,-0.0688462478387799
2023-01-06 05:00:00,0.1583708586285119,-0.06975691172765985
2023-01-08 00:00:00,0.1630593514566544,-0.08521837161848189
2023-01-10 17:00:00,0.21348378944346402,0.0
2023-01-12 05:00:00,0.1879363721858634,0.0
2023-01-13 12:00:00,0.07133366854133341,-0.010663087923691084
2023-01-15 02:00:00,0.10302049633478,-0.03153350256769005
2023-01-15 05:00:00,0.2051975555524435,0.0
2023-01-16 07:00:00,0.2043434008486457,-0.02177032671838708
2023-01-21 23:00:00,0.19240309631971253,0.0
2023-01-28 06:00:00,0.1958494571833251,-0.01770925161952075
2023-01-28 06:00:00,0.2103041205349923,-0.03684256699226307
2023-01-30 02:00:00,0.22031736577891123,-0.04180953337197901
2023-01-30 09:00:00,0.20139468847102937,-0.08593733876315945
