Label,Trades,WinRate,AvgWin,AvgLoss,Expectancy,ProfitFactor,PayoffRatio
momentum,391,0.21994884910485935,0.09555456756005572,-0.01970275331779209,0.005647961760200009,1.3674868015001715,4.849807842529678
