DurationDays,Label,Trades,WinRate,AvgWin,AvgLoss,Expectancy,ProfitFactor,PayoffRatio
1284,momentum,391,0.21994884910485935,0.09555456756005568,-0.01970275331779204,0.0056479617602000435,1.3674868015001744,4.849807842529689
1252,relative_value,67,0.5522388059701493,0.1853616272317285,-0.13952493484755799,0.03989003227085397,1.6385076533852236,1.3285197189609923
1281,volatility_target,787,0.4498094027954257,0.061754781348777946,-0.04597326234455491,0.002483824653462665,1.098197955605907,1.3432760304445133
