Label,Trades,WinRate,AvgWin,AvgLoss,Expectancy,ProfitFactor,PayoffRatio
relative_value,67,0.5522388059701493,0.18536162723172853,-0.13952493484755807,0.03989003227085395,1.6385076533852234,1.3285197189609916
