__dt,daily_pnl,cum_pnl
2025-10-31,23.23807811,23.23807811
2025-11-01,-1.1634955699999978,22.07458254
2025-11-02,-12.56897285,9.505609690000002
2025-11-03,-53.6275497,-44.12194001
2025-11-04,-5.837942759999997,-49.95988277
2025-11-05,10.45234137,-39.5075414
2025-11-06,12.796011309999999,-26.711530090000004
2025-11-07,50.22134512,23.50981503
