ts,nav,cash_nav,unrealized
1767533400,10416.14383206,10416.14383206,0.0
1767534300,10416.14383206,10416.14383206,0.0
1767535200,10416.14383206,10416.14383206,0.0
1767536100,10416.14383206,10416.14383206,0.0
1767537000,10416.14383206,10416.14383206,0.0
1767537900,10416.14383206,10416.14383206,0.0
1767538800,10416.14383206,10416.14383206,0.0
1767539700,10416.14383206,10416.14383206,0.0
1767540600,10416.14383206,10416.14383206,0.0
1767541500,10416.14383206,10416.14383206,0.0
1767542400,10416.14383206,10416.14383206,0.0
1767543300,10416.14383206,10416.14383206,0.0
1767544200,10416.14383206,10416.14383206,0.0
1767545100,10416.14383206,10416.14383206,0.0
1767546000,10416.14383206,10416.14383206,0.0
1767546900,10416.14383206,10416.14383206,0.0
1767547800,10416.14383206,10416.14383206,0.0
1767548700,10416.14383206,10416.14383206,0.0
1767549600,10416.14383206,10416.14383206,0.0
1767550500,10416.14383206,10416.14383206,0.0
1767551400,10416.14383206,10416.14383206,0.0
1767552300,10416.14383206,10416.14383206,0.0
1767553200,10416.14383206,10416.14383206,0.0
1767554100,10416.14383206,10416.14383206,0.0
1767555000,10416.14383206,10416.14383206,0.0
1767555900,10416.14383206,10416.14383206,0.0
1767556800,10416.14383206,10416.14383206,0.0
1767557700,10416.14383206,10416.14383206,0.0
1767558600,10416.14383206,10416.14383206,0.0
1767559500,10416.14383206,10416.14383206,0.0
1767560400,10416.14383206,10416.14383206,0.0
1767561300,10416.14383206,10416.14383206,0.0
1767562200,10416.14383206,10416.14383206,0.0
1767563100,10416.14383206,10416.14383206,0.0
1767564000,10416.14383206,10416.14383206,0.0
1767564900,10416.14383206,10416.14383206,0.0
1767565800,10416.14383206,10416.14383206,0.0
1767566700,10416.14383206,10416.14383206,0.0
1767567600,10416.14383206,10416.14383206,0.0
1767568500,10416.14383206,10416.14383206,0.0
1767569400,10416.14383206,10416.14383206,0.0
1767570300,10416.14383206,10416.14383206,0.0
1767571200,10416.14383206,10416.14383206,0.0
1767572100,10416.14383206,10416.14383206,0.0
1767573000,10416.14383206,10416.14383206,0.0
1767573900,10416.14383206,10416.14383206,0.0
1767574800,10416.14383206,10416.14383206,0.0
1767575700,10416.14383206,10416.14383206,0.0
1767576600,10416.14383206,10416.14383206,0.0
1767577500,10416.14383206,10416.14383206,0.0
1767578400,10416.14383206,10416.14383206,0.0
1767579300,10416.14383206,10416.14383206,0.0
1767580200,10416.14383206,10416.14383206,0.0
1767581100,10416.14383206,10416.14383206,0.0
1767582000,10416.14383206,10416.14383206,0.0
1767582900,10416.14383206,10416.14383206,0.0
1767583800,10416.14383206,10416.14383206,0.0
1767584700,10416.14383206,10416.14383206,0.0
1767585600,10416.14383206,10416.14383206,0.0
1767586500,10416.14383206,10416.14383206,0.0
1767587400,10416.14383206,10416.14383206,0.0
1767588300,10415.76889587,10415.90947058,-0.14057471
1767589200,10418.32575075,10415.90947058,2.41628017
1767590100,10421.04391518,10415.90947058,5.13444459
1767591000,10423.91638587,10415.90947058,8.00691529
1767591900,10426.93440281,10415.90947058,11.02493222
1767592800,10430.07778803,10415.90947058,14.16831745
1767593700,10433.33464715,10415.90947058,17.42517656
1767594600,10436.68217892,10415.90947058,20.77270834
1767595500,10440.08637747,10415.90947058,24.17690689
1767596400,10443.5525112,10415.90947058,27.64304062
