timestamp,equity
2022-01-02 20:00:00,1.0051385213087378
2022-01-12 20:00:00,0.9996093912438996
2022-01-14 12:00:00,1.0162389806787582
2022-01-16 04:00:00,1.031645436884337
2022-01-29 12:00:00,1.024554240086134
2022-02-01 20:00:00,1.0360357137747924
2022-02-05 04:00:00,1.0424008971923475
2022-02-06 20:00:00,1.0613600831751129
2022-02-15 04:00:00,1.0652502615799515
2022-02-16 20:00:00,1.0560917646602122
2022-02-23 12:00:00,1.0408820563815186
2022-02-25 04:00:00,1.0362081265627838
2022-02-26 20:00:00,1.0330351530005382
2022-02-28 12:00:00,1.0659700027919647
2022-03-02 04:00:00,1.055379536284554
2022-03-15 12:00:00,1.0708632850712063
2022-03-17 04:00:00,1.0614529146548821
2022-03-18 20:00:00,1.049283751631933
2022-03-22 04:00:00,1.039557295074558
2022-03-23 20:00:00,1.0592593862228012
2022-03-25 12:00:00,1.0234375051107603
2022-03-27 04:00:00,1.0260513406081397
2022-03-28 20:00:00,0.9785522915331235
2022-03-30 12:00:00,1.0425390337374898
2022-04-01 04:00:00,1.0619187120641551
2022-04-02 20:00:00,1.0477122633641767
2022-04-19 12:00:00,1.0817381839559468
2022-04-21 04:00:00,1.079659707931496
2022-04-26 04:00:00,1.0771099153507153
2022-05-16 04:00:00,1.063702884516828
2022-05-17 20:00:00,1.0782902271994699
2022-05-19 12:00:00,1.1013605027512798
2022-05-22 20:00:00,1.1148647258947946
2022-05-29 12:00:00,1.1230350613609452
2022-05-31 04:00:00,1.0996050213300574
2022-06-06 20:00:00,1.101203940702133
2022-06-10 04:00:00,1.1013598991631348
2022-06-20 04:00:00,1.101633778992038
2022-06-21 20:00:00,1.0998737969493988
2022-06-23 12:00:00,1.1031383598558038
2022-06-25 04:00:00,1.1146311790601648
2022-07-05 04:00:00,1.115383897061175
2022-07-06 20:00:00,1.1277308012400096
2022-07-08 12:00:00,1.1549940219037291
2022-07-15 04:00:00,1.1561986340270995
2022-07-16 20:00:00,1.1585119600077989
2022-07-18 12:00:00,1.1703641882132687
2022-07-20 04:00:00,1.1566044354002434
2022-07-21 20:00:00,1.1482954250906259
2022-07-28 12:00:00,1.173058543376004
2022-07-30 04:00:00,1.1813837864272585
2022-08-05 20:00:00,1.193046815405123
2022-08-07 12:00:00,1.1982641175830078
2022-08-09 04:00:00,1.2009483116689221
2022-08-10 20:00:00,1.2247189572014987
2022-08-12 12:00:00,1.241697411096128
2022-08-14 04:00:00,1.2625819228073507
2022-09-04 20:00:00,1.2789101192113734
2022-09-06 12:00:00,1.3075900809393657
2022-09-08 04:00:00,1.3046369446727102
2022-09-09 20:00:00,1.3007151532469174
2022-09-11 12:00:00,1.3225319143438927
2022-09-13 04:00:00,1.3141605837831882
2022-09-18 04:00:00,1.3258130194498847
2022-09-19 20:00:00,1.3177194264893601
2022-09-23 04:00:00,1.2990684507334058
2022-09-24 20:00:00,1.2787756312769694
2022-09-26 12:00:00,1.2962923214515603
2022-09-29 20:00:00,1.2988365125118035
2022-10-04 20:00:00,1.2961924971740146
2022-10-06 12:00:00,1.271457983442311
