pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/OPUSDT,2023-03-09,2023-03-12,0.1604784864653046,0.1584784864653046,3308.1707958878415,524.2739007010273,-1.3081707958878415,False
ETHUSDT/OPUSDT,2023-03-10,2023-03-13,0.35672176807490863,0.3547217680749086,3709.0519470821205,1315.6814645506522,-1.7090519470821206,False
ETHUSDT/OPUSDT,2023-05-28,2023-05-31,0.2064760442240322,0.2044760442240322,3384.4843039301077,692.0459622059556,1.3844843039301076,False
ETHUSDT/OPUSDT,2023-07-07,2023-07-10,0.017427602075995363,0.015427602075995363,3090.8778684632002,47.68483382015099,1.0908778684632003,False
ETHUSDT/OPUSDT,2023-10-23,2023-10-26,0.0548358121572603,0.0528358121572603,3251.0620014117626,171.7725012181986,-1.251062001411763,False
ETHUSDT/OPUSDT,2023-12-07,2023-12-10,-0.003262837979587374,-0.005262837979587374,3052.4301548568974,-16.064445349018648,-1.0524301548568975,False
ETHUSDT/OPUSDT,2024-02-29,2024-03-03,-0.11644300313194944,-0.11844300313194944,3553.435519990376,-420.8795744234005,1.553435519990376,False
ETHUSDT/OPUSDT,2024-04-04,2024-04-07,-0.06658092330505982,-0.06858092330505983,3280.038524605414,-224.94807049360548,1.2800385246054136,False
ETHUSDT/OPUSDT,2024-05-01,2024-05-04,-0.0775232116944663,-0.0795232116944663,3005.650344753231,-239.0189686453568,1.0056503447532308,False
ETHUSDT/OPUSDT,2024-05-02,2024-05-05,-0.059956747764437934,-0.061956747764437936,4290.2198895279425,-265.8080715494575,2.2902198895279424,False
ETHUSDT/OPUSDT,2024-06-03,2024-06-06,-0.045328569981401445,-0.04732856998140145,3064.072336410253,-145.0181620018689,1.064072336410253,False
ETHUSDT/OPUSDT,2024-07-25,2024-07-28,0.03510075637484744,0.03310075637484744,3230.608110799192,106.9355720181702,-1.2306081107991922,False
ETHUSDT/OPUSDT,2024-07-26,2024-07-29,-0.027645237913979104,-0.029645237913979106,3279.785375907854,-97.23001777557772,-1.279785375907854,False
ETHUSDT/OPUSDT,2024-07-31,2024-08-03,0.2135379558816477,0.2115379558816477,3130.7671885446057,662.276091406059,1.1307671885446058,False
ETHUSDT/OPUSDT,2024-08-01,2024-08-04,0.34406300448630467,0.34206300448630467,3392.0786846386495,1160.3046263214487,1.3920786846386497,False
ETHUSDT/OPUSDT,2024-08-04,2024-08-05,-0.23691502742943482,-0.23891502742943482,3163.199606066182,-755.7359206480793,-1.1631996060661818,True
ETHUSDT/OPUSDT,2024-08-22,2024-08-25,-0.07342488958839544,-0.07542488958839544,3770.3319261430584,-284.3768692409425,1.7703319261430586,False
ETHUSDT/OPUSDT,2024-09-13,2024-09-16,0.12495080757570287,0.12295080757570287,3056.2726441397735,375.7711897685139,1.0562726441397736,False
ETHUSDT/OPUSDT,2024-10-19,2024-10-22,-0.003712203779681844,-0.005712203779681844,4569.399163157635,-26.101339170664097,-2.5693991631576343,False
ETHUSDT/OPUSDT,2024-10-28,2024-10-31,0.023376659876513828,0.021376659876513826,3170.2384820039742,67.76910975723446,1.170238482003974,False
ETHUSDT/OPUSDT,2024-11-12,2024-11-15,-0.09788363066022787,-0.09988363066022787,3686.4790756842813,-368.218914432307,-1.6864790756842811,False
ETHUSDT/OPUSDT,2024-11-24,2024-11-27,-0.2089557735306512,-0.2109557735306512,3106.5912755674517,-655.3533655809042,1.1065912755674514,True
ETHUSDT/OPUSDT,2025-02-23,2025-02-26,0.1921701594205779,0.1901701594205779,3021.66930457479,574.6313333672547,1.0216693045747902,False
ETHUSDT/OPUSDT,2025-03-28,2025-03-31,0.17413617485462796,0.17213617485462795,3976.7951595595678,684.5503069469838,1.9767951595595683,False
