pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/AVAXUSDT,2022-02-12,2022-02-15,-0.2160817136878449,-0.2180817136878449,3054.1571481695278,-666.0558247447918,1.0541571481695275,True
ETHUSDT/AVAXUSDT,2022-03-15,2022-03-18,-0.3080905129847594,-0.3100905129847594,3473.7677586489253,-1077.1824262693633,1.4737677586489257,True
ETHUSDT/AVAXUSDT,2022-04-09,2022-04-12,0.1788429775700756,0.1768429775700756,3164.7222546560533,559.6589066956595,1.1647222546560532,False
ETHUSDT/AVAXUSDT,2022-04-29,2022-05-02,0.036723213679854094,0.03472321367985409,3473.5057599836437,120.61128272211604,1.4735057599836439,False
ETHUSDT/AVAXUSDT,2022-08-04,2022-08-07,-0.2200824063367186,-0.2220824063367186,3282.0302264979514,-728.8811703705106,1.282030226497951,True
ETHUSDT/AVAXUSDT,2022-09-14,2022-09-17,-0.13812387723361308,-0.14012387723361308,3391.3732511289927,-475.21236909455826,-1.3913732511289931,False
ETHUSDT/AVAXUSDT,2022-11-30,2022-12-03,-0.023020894323248053,-0.025020894323248055,3819.5826837429654,-95.56937468884094,-1.8195826837429654,False
ETHUSDT/AVAXUSDT,2022-12-01,2022-12-04,0.07629147621739896,0.07429147621739896,4929.4076266204465,366.21296945893795,-2.9294076266204465,False
ETHUSDT/AVAXUSDT,2022-12-12,2022-12-15,-0.005961284318442561,-0.007961284318442561,3038.409860791727,-24.189644777722425,1.0384098607917274,False
ETHUSDT/AVAXUSDT,2023-01-09,2023-01-12,0.2823303933890937,0.2803303933890937,3624.003875365436,1015.9184320247929,-1.6240038753654367,False
ETHUSDT/AVAXUSDT,2023-01-28,2023-01-31,0.028958242176230664,0.026958242176230662,4094.5708385921957,110.38243227450029,2.0945708385921957,False
ETHUSDT/AVAXUSDT,2023-05-26,2023-05-29,-0.04581723757873335,-0.04781723757873335,4007.8569472062063,-191.64464782613615,2.007856947206206,False
ETHUSDT/AVAXUSDT,2023-07-09,2023-07-12,0.03897027888723703,0.03697027888723703,3219.879812146337,119.03985463843445,1.2198798121463363,False
ETHUSDT/AVAXUSDT,2023-09-15,2023-09-18,0.03794718671898978,0.035947186718989776,3087.9593905846496,111.00345279400428,1.0879593905846494,False
ETHUSDT/AVAXUSDT,2023-12-04,2023-12-07,0.18707166401623887,0.18507166401623887,3720.0888552150514,688.4830347229147,-1.7200888552150515,False
ETHUSDT/AVAXUSDT,2024-01-10,2024-01-13,0.0583008862033082,0.0563008862033082,4075.0714687697814,229.43013503355547,2.0750714687697815,False
ETHUSDT/AVAXUSDT,2024-05-11,2024-05-14,-0.07096046714607374,-0.07296046714607374,3737.2610346235747,-272.6723109329549,-1.7372610346235748,False
ETHUSDT/AVAXUSDT,2024-06-03,2024-06-06,-0.03627940427602783,-0.03827940427602783,3060.4040028416,-117.15044207274742,1.0604040028415997,False
ETHUSDT/AVAXUSDT,2024-07-04,2024-07-07,0.008810839059987807,0.006810839059987807,4174.335499038014,28.4307272663418,-2.1743354990380137,False
ETHUSDT/AVAXUSDT,2024-08-22,2024-08-25,-0.11014040553314863,-0.11214040553314863,4218.525072752491,-473.0671124102197,2.2185250727524903,False
ETHUSDT/AVAXUSDT,2024-10-25,2024-10-28,-0.10226430988847102,-0.10426430988847102,3176.882751511855,-331.23548768297053,1.1768827515118552,False
ETHUSDT/AVAXUSDT,2024-12-15,2024-12-18,0.27046666768951677,0.26846666768951677,3452.3914391301223,926.8520252230791,1.4523914391301223,False
ETHUSDT/AVAXUSDT,2025-01-24,2025-01-27,0.07189723945068982,0.06989723945068982,3371.4373988116213,235.6541671577467,1.3714373988116213,False
ETHUSDT/AVAXUSDT,2025-02-26,2025-03-01,-0.05138260966377972,-0.05338260966377972,3031.1784246315783,-161.81221466337828,-1.0311784246315785,False
ETHUSDT/AVAXUSDT,2025-02-27,2025-03-02,0.1885626955642865,0.1865626955642865,3825.6284125926354,713.7195488806045,-1.8256284125926352,False
