pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/MATICUSDT,2022-02-07,2022-02-11,-0.24358479912708408,-0.24558479912708409,3086.2735964521803,-757.9418812359321,-1.0862735964521801,True
ETHUSDT/MATICUSDT,2022-02-08,2022-02-11,-0.19180826633204007,-0.19380826633204007,3614.2882149236016,-700.4789329586671,-1.6142882149236009,True
ETHUSDT/MATICUSDT,2022-03-22,2022-03-27,0.22128540833232324,0.21928540833232324,3563.472821511547,781.4175927462956,-1.563472821511547,False
ETHUSDT/MATICUSDT,2022-04-29,2022-05-04,-0.07197548450912516,-0.07397548450912517,3120.0632583827955,-230.80819123798707,1.1200632583827959,False
ETHUSDT/MATICUSDT,2022-06-26,2022-07-01,0.32495714592921077,0.32295714592921076,3406.9091198398237,1100.285645783669,1.406909119839824,False
ETHUSDT/MATICUSDT,2022-06-27,2022-07-02,0.18434771270028005,0.18234771270028005,4264.340887325723,777.5928069781282,2.264340887325723,False
ETHUSDT/MATICUSDT,2022-08-19,2022-08-23,-0.11039507574341867,-0.11239507574341867,3102.1745975805884,-348.66914886437957,1.1021745975805886,True
ETHUSDT/MATICUSDT,2023-01-07,2023-01-12,0.23911822563684715,0.23711822563684715,3534.4615380530277,838.0852484848156,-1.5344615380530278,False
ETHUSDT/MATICUSDT,2023-01-08,2023-01-13,0.22123187371135844,0.21923187371135844,3802.966006977207,833.7313633702162,-1.8029660069772067,False
ETHUSDT/MATICUSDT,2023-01-27,2023-02-01,-0.05681534972640989,-0.05881534972640989,3599.646003901362,-211.71443861073243,1.599646003901362,False
ETHUSDT/MATICUSDT,2023-03-10,2023-03-15,0.20528078905873293,0.20328078905873292,3674.1070374268215,746.8753776543679,-1.6741070374268212,False
ETHUSDT/MATICUSDT,2023-03-29,2023-04-03,0.013429832101084616,0.011429832101084616,3064.859429872135,35.030828696864425,1.064859429872135,False
ETHUSDT/MATICUSDT,2023-06-06,2023-06-11,0.3658174387117761,0.3638174387117761,3639.2542420112613,1324.0241571495033,1.6392542420112606,False
ETHUSDT/MATICUSDT,2023-06-07,2023-06-12,0.23840413838928687,0.23640413838928687,4260.977442241276,1007.3127009292361,2.2609774422412756,False
ETHUSDT/MATICUSDT,2023-09-06,2023-09-11,0.15921506014248432,0.15721506014248432,3032.463750756656,476.74897095511125,1.0324637507566556,False
ETHUSDT/MATICUSDT,2023-12-07,2023-12-12,-0.015320904829387194,-0.017320904829387196,3813.9545862589544,-66.06114441219617,-1.8139545862589543,False
ETHUSDT/MATICUSDT,2024-01-22,2024-01-27,0.03178045069356661,0.029780450693566607,3490.0426841822427,103.93504407473213,-1.4900426841822427,False
ETHUSDT/MATICUSDT,2024-07-02,2024-07-03,-0.11285810836670918,-0.11485810836670918,3344.882338911643,-384.1868581566051,-1.3448823389116427,True
