Label,Trades,WinRate,AvgWin,AvgLoss,Expectancy,ProfitFactor,PayoffRatio
momentum_btcusdt_1h_lb20_r0.3_tp10_sl10_vf0_ema0_vol0_z1.0,132,0.7651515151515151,0.0545877060696893,-0.022824333455602024,0.036407605878143616,7.7921341496561585,2.39164513504298
