Label,Trades,WinRate,AvgWin,AvgLoss,Expectancy,ProfitFactor,PayoffRatio
volatility_target,787,0.4498094027954257,0.06175478134877799,-0.045973262344554955,0.0024838246534626615,1.0981979556059067,1.343276030444513
