pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/BTCUSDT,2022-10-06,2022-10-11,0.1004695536059631,0.0984695536059631,3508.3894353546934,345.4695415752536,1.5083894353546927,False
ETHUSDT/BTCUSDT,2023-01-06,2023-01-11,0.15006857922156236,0.14806857922156236,4382.797708725671,648.954629746529,-2.382797708725671,False
ETHUSDT/BTCUSDT,2023-01-14,2023-01-19,-0.006304630408532685,-0.008304630408532685,3531.4790485145186,-29.327628293389747,1.5314790485145182,False
ETHUSDT/BTCUSDT,2023-03-17,2023-03-22,0.03599534660858794,0.03399534660858794,4105.340063281519,139.56245839737758,2.105340063281519,False
ETHUSDT/BTCUSDT,2023-05-29,2023-06-03,-0.024932504077390116,-0.026932504077390118,4083.5731013721843,-109.98084920302696,-2.083573101372184,False
ETHUSDT/BTCUSDT,2023-06-22,2023-06-27,-0.03569569564553965,-0.03769569564553965,3568.568199617225,-134.5196607431223,1.5685681996172254,False
ETHUSDT/BTCUSDT,2023-09-11,2023-09-16,0.10579876696574586,0.10379876696574586,4184.801358716983,434.3772210314007,-2.184801358716982,False
ETHUSDT/BTCUSDT,2023-12-29,2024-01-03,0.02075296857376685,0.01875296857376685,3859.5350927365894,72.37774030343958,1.8595350927365897,False
ETHUSDT/BTCUSDT,2024-05-21,2024-05-26,-0.014219446280852699,-0.0162194462808527,4205.364270647247,-68.20867987918032,-2.205364270647247,False
ETHUSDT/BTCUSDT,2024-08-04,2024-08-09,0.010479194180571416,0.008479194180571416,3719.3535390961106,31.53712088419144,-1.71935353909611,False
