Label,Trades,WinRate,AvgWin,AvgLoss,Expectancy,ProfitFactor,PayoffRatio
vol_target_btcusdt,263,0.5817490494296578,0.015411656852971708,-0.012616606241061321,0.0036888091710567516,1.699047526188509,1.2215374371289933
