pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/MATICUSDT,2022-02-08,2022-02-11,-0.19180826633204007,-0.19380826633204007,3614.2882149236016,-700.4789329586671,-1.6142882149236009,False
ETHUSDT/MATICUSDT,2022-03-22,2022-03-25,0.0902455793056659,0.0882455793056659,3563.472821511547,314.46072347428225,-1.563472821511547,False
ETHUSDT/MATICUSDT,2022-06-27,2022-06-30,0.20837512275559233,0.20637512275559233,4264.340887325723,880.0538740935376,2.264340887325723,False
ETHUSDT/MATICUSDT,2023-01-07,2023-01-10,0.11740660543674042,0.11540660543674042,3534.4615380530277,407.90020815342046,-1.5344615380530278,False
ETHUSDT/MATICUSDT,2023-01-08,2023-01-11,0.1337897640056651,0.1317897640056651,3802.966006977207,501.19199258109273,-1.8029660069772067,False
ETHUSDT/MATICUSDT,2023-01-27,2023-01-30,0.08522997268782151,0.08322997268782151,3599.646003901362,299.5984385905362,1.599646003901362,False
ETHUSDT/MATICUSDT,2023-03-10,2023-03-13,0.28667026673660456,0.28467026673660456,3674.1070374268215,1045.9090303631292,-1.6741070374268212,False
ETHUSDT/MATICUSDT,2023-06-06,2023-06-09,0.15639170143401793,0.15439170143401793,3639.2542420112613,561.8706543750859,1.6392542420112606,False
ETHUSDT/MATICUSDT,2023-06-07,2023-06-10,0.2999019008115228,0.2979019008115228,4260.977442241276,1269.3532793586967,2.2609774422412756,False
ETHUSDT/MATICUSDT,2023-12-07,2023-12-10,0.08610384424876005,0.08410384424876005,3813.9545862589544,320.7682424945672,-1.8139545862589543,False
