pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/AVAXUSDT,2022-02-12,2022-02-14,-0.010442819310162776,-0.012442819310162776,3054.1571481695278,-38.002325539515475,1.0541571481695275,False
ETHUSDT/AVAXUSDT,2022-03-15,2022-03-16,-0.11712957776823085,-0.11912957776823085,3473.7677586489253,-413.82848635274013,1.4737677586489257,True
ETHUSDT/AVAXUSDT,2022-04-09,2022-04-11,0.22275718045062998,0.22075718045062998,3164.7222546560533,698.635161847231,1.1647222546560532,False
ETHUSDT/AVAXUSDT,2022-04-29,2022-05-01,0.07605551256852583,0.07405551256852583,3473.5057599836437,257.2322494653156,1.4735057599836439,False
ETHUSDT/AVAXUSDT,2022-08-04,2022-08-05,-0.14386004527276408,-0.14586004527276408,3282.0302264979514,-478.71707742357137,1.282030226497951,True
ETHUSDT/AVAXUSDT,2022-09-14,2022-09-15,-0.1510717924323849,-0.1530717924323849,3391.3732511289927,-519.1235823575595,-1.3913732511289931,True
ETHUSDT/AVAXUSDT,2022-11-30,2022-12-02,0.03253716295957687,0.03053716295957687,3819.5826837429654,116.63921885103689,-1.8195826837429654,False
ETHUSDT/AVAXUSDT,2022-12-01,2022-12-03,0.009187673871224766,0.007187673871224766,4929.4076266204465,35.430974398475875,-2.9294076266204465,False
ETHUSDT/AVAXUSDT,2022-12-12,2022-12-14,-0.07690854727631113,-0.07890854727631114,3038.409860791727,-239.75650814509393,1.0384098607917274,False
ETHUSDT/AVAXUSDT,2023-01-09,2023-01-11,0.28365703541275744,0.28165703541275744,3624.003875365436,1020.7261878597728,-1.6240038753654367,False
ETHUSDT/AVAXUSDT,2023-01-28,2023-01-30,0.04427979096230117,0.04227979096230117,4094.5708385921957,173.11759913601222,2.0945708385921957,False
ETHUSDT/AVAXUSDT,2023-05-26,2023-05-28,-0.08184288041196197,-0.08384288041196197,4007.8569472062063,-336.03027073286097,2.007856947206206,False
ETHUSDT/AVAXUSDT,2023-07-09,2023-07-11,0.015040157195033821,0.01304015719503382,3219.879812146337,41.9877388995042,1.2198798121463363,False
ETHUSDT/AVAXUSDT,2023-09-15,2023-09-17,0.047724233799211424,0.04572423379921142,3087.9593905846496,141.19457713756293,1.0879593905846494,False
ETHUSDT/AVAXUSDT,2023-12-04,2023-12-06,0.12959490777012916,0.12759490777012916,3720.0888552150514,474.6643943778499,-1.7200888552150515,False
ETHUSDT/AVAXUSDT,2024-01-10,2024-01-12,0.09629129758239052,0.09429129758239052,4075.0714687697814,384.2437765312807,2.0750714687697815,False
ETHUSDT/AVAXUSDT,2024-05-11,2024-05-13,-0.018498516476849858,-0.02049851647684986,3737.2610346235747,-76.6083068965203,-1.7372610346235748,False
ETHUSDT/AVAXUSDT,2024-06-03,2024-06-05,-0.06837287934277292,-0.07037287934277292,3060.4040028416,-215.36944163211118,1.0604040028415997,False
ETHUSDT/AVAXUSDT,2024-07-04,2024-07-06,0.11068490892363225,0.10868490892363225,4174.335499038014,453.6872735296315,-2.1743354990380137,False
ETHUSDT/AVAXUSDT,2024-08-22,2024-08-24,-0.12504446583539852,-0.12704446583539852,4218.525072752491,-535.9402644810759,2.2185250727524903,False
ETHUSDT/AVAXUSDT,2024-10-25,2024-10-27,-0.06012183453566056,-0.06212183453566056,3176.882751511855,-197.3537846286135,1.1768827515118552,False
ETHUSDT/AVAXUSDT,2024-12-15,2024-12-17,0.0759561465809766,0.0739561465809766,3452.3914391301223,255.32556732721608,1.4523914391301223,False
ETHUSDT/AVAXUSDT,2025-01-24,2025-01-26,0.011938687066312181,0.009938687066312181,3371.4373988116213,33.50766127045024,1.3714373988116213,False
ETHUSDT/AVAXUSDT,2025-02-26,2025-02-28,-0.019927898841213376,-0.021927898841213378,3031.1784246315783,-66.46737386498978,-1.0311784246315785,False
ETHUSDT/AVAXUSDT,2025-02-27,2025-03-01,-0.06933466203712058,-0.07133466203712058,3825.6284125926354,-272.8999098919017,-1.8256284125926352,False
