Symbol,Target Vol,Rebalance Period,Sharpe,Max Drawdown,CAGR,Trend Filter
BTCUSDT,0.005,1,3.379893104840906,-0.04111093809478039,0.36894452094466934,True
BTCUSDT,0.005,3,3.6024666856271743,-0.04166958048577862,0.48842241768137695,True
BTCUSDT,0.005,5,3.3885063445968706,-0.10870020772027078,0.35036515483625896,True
BTCUSDT,0.005,10,2.6222578042134144,-0.11381287250652738,0.2456172502103222,True
BTCUSDT,0.01,1,3.4685309619250573,-0.07623530758356234,0.854541605247054,True
BTCUSDT,0.01,3,3.7538252033271404,-0.08160280703369671,1.161571942136138,True
BTCUSDT,0.01,5,3.447285052658703,-0.1918391500689285,0.8272753229106313,True
BTCUSDT,0.01,10,2.713537330326024,-0.2042040778876013,0.5610642624108559,True
BTCUSDT,0.015,1,3.5230884628625248,-0.09060368257204165,1.4346604003038874,True
BTCUSDT,0.015,3,3.8598522145801337,-0.11528654606528455,2.032143873606007,True
BTCUSDT,0.015,5,3.520887953705058,-0.2386851755419347,1.4175669584703816,True
BTCUSDT,0.015,10,2.8552153974743684,-0.2612818739939602,0.9675119364009972,True
BTCUSDT,0.02,1,3.5524360803544486,-0.10234654580166136,2.044697753328639,True
BTCUSDT,0.02,3,3.9107184317435975,-0.13940180309344208,3.0232848403952177,True
BTCUSDT,0.02,5,3.5529531545843605,-0.2741104129420826,2.0881887894958617,True
BTCUSDT,0.02,10,2.9392418116503958,-0.3037423256690457,1.4102618525761614,True
