symbol,entry_time,exit_time,entry_price,exit_price,pnl_log_return,zscore,atr,volatility,ema_10,ema_50,reward_risk,position,rebalance_index
BTCUSDT,2022-01-25 03:00:00,2022-01-26 03:00:00,36424.49,37389.76,0.026155519529293066,1.2401949952992264,459.6707692307682,0.016643736635800314,36107.04495802176,35639.94158403216,1.3999439955910564,long,778
SOLUSDT,2022-02-01 03:00:00,2022-02-01 05:00:00,106.92,105.05,-0.01764446397970883,1.5792373825347052,1.2315384615384608,0.012267007546642795,100.80294165875947,95.69588994637306,2.008328128253169,long,946
SOLUSDT,2022-02-01 09:00:00,2022-02-02 09:00:00,104.54,110.52,0.05562672677043981,1.3752081410671173,1.2892307692307707,0.015503267952007545,104.14632547119335,97.80672393385217,3.0922832140015735,long,952
ETHUSDT,2022-02-04 09:00:00,2022-02-04 13:00:00,2847.02,2773.44,-0.026184406245914487,1.5402261696430142,23.51692307692313,0.011033433017559125,2763.349775981064,2696.133566555979,5.123402677831568,long,1024
ETHUSDT,2022-02-04 15:00:00,2022-02-05 15:00:00,2871.78,3051.33,0.06064551456351834,1.3554331203380585,27.841538461538466,0.012633733594287969,2811.0955494036916,2724.488737900795,4.299331380891845,long,1030
BTCUSDT,2022-02-04 15:00:00,2022-02-05 15:00:00,39490.87,41761.85,0.05591373740963812,1.086521518245235,304.49384615384656,0.011062415876258015,38051.17915345149,37531.65461502793,4.972142083625964,long,1030
BTCUSDT,2022-02-04 21:00:00,2022-02-05 21:00:00,40624.15,41627.47,0.024397568525350525,1.8728820855355188,348.27615384615467,0.011024408766519481,39811.9696832169,38173.70885533985,1.9205449256668548,long,1036
ETHUSDT,2022-02-04 21:00:00,2022-02-05 21:00:00,2954.42,3020.91,0.022255756403635876,1.3223119614892387,24.064615384615326,0.011404698612268921,2909.7020536750624,2772.7024693360304,1.841985253377664,long,1036
ETHUSDT,2022-02-25 03:00:00,2022-02-26 03:00:00,2636.92,2793.59,0.05771593763998274,1.0253374487443059,36.98769230769232,0.015205967462552572,2590.7797710522727,2555.8164902374724,2.823822200038818,long,1522
SOLUSDT,2022-02-28 15:00:00,2022-03-01 15:00:00,95.59,97.87,0.023571855362057026,1.254655444007237,0.9615384615384627,0.015913717998774574,91.06191617889444,89.08569871490893,1.5807999999999995,long,1606
BTCUSDT,2022-02-28 21:00:00,2022-03-01 21:00:00,41644.99,43882.75,0.052340231101572154,1.7453422698265595,419.6176923076922,0.012668011262385285,40714.20876433601,39175.45231533287,3.5552361765196725,long,1612
BTCUSDT,2022-03-01 03:00:00,2022-03-02 03:00:00,43147.71,44324.65,0.026911610270525372,1.5224910402389644,393.41307692307714,0.014243928605182707,42467.15619199536,40038.50306725879,1.9944092169058256,long,1618
ETHUSDT,2022-03-01 03:00:00,2022-03-02 03:00:00,2911.83,3016.64,0.03536187971621519,1.087055926786405,22.39076923076912,0.01448819502973938,2876.4190407339993,2758.852796821659,3.120631212496014,long,1618
ETHUSDT,2022-03-16 03:00:00,2022-03-17 03:00:00,2620.4,2766.51,0.05425962014949305,1.1959228804031512,24.736153846153822,0.010195829404269047,2627.7920810978726,2584.9183758760164,3.937825875133489,long,1978
SOLUSDT,2022-03-16 03:00:00,2022-03-17 03:00:00,82.38,87.99,0.06588048264953478,1.0798092585509307,0.8438461538461527,0.010373077851995188,83.05810260796734,81.5326628413473,4.43208751139474,long,1978
ETHUSDT,2022-03-16 21:00:00,2022-03-17 21:00:00,2765.74,2820.34,0.01954921478768975,1.2051356085150218,19.69615384615372,0.011112404616985707,2720.611608932448,2642.185932212396,1.8480765475493308,long,1996
SOLUSDT,2022-03-18 21:00:00,2022-03-18 22:00:00,90.26,88.89,-0.015294744145271568,1.1524077596106133,0.7338461538461544,0.010105650802408071,89.1901476022498,87.18799860825912,2.2257162823200454,long,2044
SOLUSDT,2022-03-24 09:00:00,2022-03-25 09:00:00,98.7,103.07,0.04332342260926543,1.4638808204343634,0.6784615384615358,0.010027572405659154,96.48628426684863,93.40173494681194,4.2940287226001725,long,2176
SOLUSDT,2022-03-30 15:00:00,2022-03-30 21:00:00,122.63,120.18,-0.020181072868152662,1.3494291365210849,1.238461538461537,0.01394863389127813,115.49314175119527,111.42849124208611,1.4372670807453456,long,2326
SOLUSDT,2022-03-30 21:00:00,2022-03-31 21:00:00,120.18,124.39,0.03443117231609129,1.7843205535564717,1.3453846153846138,0.012644968246896393,119.64397280443455,113.63336396770882,2.0861444635029556,long,2332
SOLUSDT,2022-04-01 15:00:00,2022-04-02 15:00:00,132.75,137.96,0.03849612794659201,1.1164138737696427,1.7307692307692308,0.016486630912806863,127.61533182197795,122.71546836786474,2.006814814814823,long,2374
ETHUSDT,2022-06-19 15:00:00,2022-06-20 15:00:00,1071.68,1134.55,0.05700858592143902,1.1609606601803515,19.08,0.025621034307838162,1023.3172982200954,1021.1941872352255,2.1967155835080407,long,4270
SOLUSDT,2022-06-19 15:00:00,2022-06-19 16:00:00,33.47,32.44,-0.031257285976023154,1.1230210607840307,0.544615384615384,0.03142212390553702,31.66912447850115,30.621767339000264,2.227871939736352,long,4270
SOLUSDT,2022-06-20 15:00:00,2022-06-21 15:00:00,35.29,37.95,0.07266986615446025,1.1663936278468028,0.6538461538461544,0.02396821020297723,35.00127917603086,32.7749171741805,2.7121568627450943,long,4294
BTCUSDT,2022-07-14 03:00:00,2022-07-14 06:00:00,20224.24,20023.69,-0.009965812395299955,1.1263808961154238,128.22692307692202,0.011365585689968025,20063.84313118791,19905.38330353642,2.0151254286771585,long,4858
ETHUSDT,2022-07-14 21:00:00,2022-07-15 21:00:00,1182.11,1256.57,0.0610848094965512,1.6600055929419963,11.16923076923079,0.01468377818573467,1160.386785585603,1111.1807263114893,4.444352617079907,long,4876
SOLUSDT,2022-07-14 21:00:00,2022-07-15 21:00:00,36.68,37.97,0.03456472685544674,1.408338407044183,0.3415384615384603,0.013074252502678105,35.81522326280556,34.59760297075314,2.5180180180180094,long,4876
ETHUSDT,2022-07-17 03:00:00,2022-07-18 03:00:00,1353.6,1406.51,0.03834374889981614,1.2126266921061393,17.65307692307689,0.01718601237949335,1338.0701449838264,1256.4099420559587,1.9981408049733582,long,4930
SOLUSDT,2022-07-18 09:00:00,2022-07-18 17:00:00,42.16,40.69,-0.03548954221950823,1.359991832155374,0.35538461538461685,0.01083252094777781,41.28206063824567,39.5148817454835,4.2770562770562535,long,4960
ETHUSDT,2022-07-18 09:00:00,2022-07-19 09:00:00,1484.23,1533.22,0.03247397979282824,1.2863445540712766,15.863846153846138,0.011674007060581415,1435.161850077867,1348.9041943804104,2.0587693352082734,long,4960
