pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/BTCUSDT,2022-10-06,2022-10-09,0.04823217996393481,0.046232179963934805,3508.3894353546934,162.2004917588858,1.5083894353546927,False
ETHUSDT/BTCUSDT,2023-01-06,2023-01-09,0.05363156255594381,0.05163156255594381,4382.797708725671,226.2906940681167,-2.382797708725671,False
ETHUSDT/BTCUSDT,2023-01-14,2023-01-17,-0.01862188007458676,-0.020621880074586763,3531.4790485145186,-72.82573742438217,1.5314790485145182,False
ETHUSDT/BTCUSDT,2023-03-17,2023-03-20,0.019958449510170118,0.017958449510170116,4105.340063281519,73.72554224851974,2.105340063281519,False
ETHUSDT/BTCUSDT,2023-05-29,2023-06-01,-0.050532831866255346,-0.05253283186625535,4083.5731013721843,-214.52165914794787,-2.083573101372184,False
ETHUSDT/BTCUSDT,2023-06-22,2023-06-25,-0.03327633483467918,-0.03527633483467918,3568.568199617225,-125.88600669008548,1.5685681996172254,False
ETHUSDT/BTCUSDT,2023-09-11,2023-09-14,0.09936923478134241,0.0973692347813424,4184.801358716983,407.4709060101946,-2.184801358716982,False
ETHUSDT/BTCUSDT,2023-12-29,2024-01-01,-0.07080041101289292,-0.07280041101289292,3859.5350927365894,-280.9757410699075,1.8595350927365897,False
ETHUSDT/BTCUSDT,2024-05-21,2024-05-24,-0.03949768795462749,-0.041497687954627493,4205.364270647247,-174.5128942388591,-2.205364270647247,False
ETHUSDT/BTCUSDT,2024-08-04,2024-08-05,-0.17684340252122788,-0.17884340252122788,3719.3535390961106,-665.1818421113192,-1.71935353909611,True
