pair,entry_time,exit_time,gross_ret,net_ret,capital_used,pnl,z_entry,stopped_out
ETHUSDT/MATICUSDT,2022-02-08,2022-02-12,-0.20456144846336577,-0.20656144846336577,3614.2882149236016,-746.5726088386918,-1.6142882149236009,True
ETHUSDT/MATICUSDT,2022-03-22,2022-03-27,0.22128540833232324,0.21928540833232324,3563.472821511547,781.4175927462956,-1.563472821511547,False
ETHUSDT/MATICUSDT,2022-06-26,2022-07-01,0.32495714592921077,0.32295714592921076,3406.9091198398237,1100.285645783669,1.406909119839824,False
ETHUSDT/MATICUSDT,2022-06-27,2022-07-02,0.18434771270028005,0.18234771270028005,4264.340887325723,777.5928069781282,2.264340887325723,False
ETHUSDT/MATICUSDT,2023-01-07,2023-01-12,0.23911822563684715,0.23711822563684715,3534.4615380530277,838.0852484848156,-1.5344615380530278,False
ETHUSDT/MATICUSDT,2023-01-08,2023-01-13,0.22123187371135844,0.21923187371135844,3802.966006977207,833.7313633702162,-1.8029660069772067,False
ETHUSDT/MATICUSDT,2023-01-27,2023-02-01,-0.05681534972640989,-0.05881534972640989,3599.646003901362,-211.71443861073243,1.599646003901362,False
ETHUSDT/MATICUSDT,2023-03-10,2023-03-15,0.20528078905873293,0.20328078905873292,3674.1070374268215,746.8753776543679,-1.6741070374268212,False
ETHUSDT/MATICUSDT,2023-06-06,2023-06-11,0.3658174387117761,0.3638174387117761,3639.2542420112613,1324.0241571495033,1.6392542420112606,False
ETHUSDT/MATICUSDT,2023-06-07,2023-06-12,0.23840413838928687,0.23640413838928687,4260.977442241276,1007.3127009292361,2.2609774422412756,False
ETHUSDT/MATICUSDT,2023-12-07,2023-12-12,-0.015320904829387194,-0.017320904829387196,3813.9545862589544,-66.06114441219617,-1.8139545862589543,False
ETHUSDT/MATICUSDT,2024-01-22,2024-01-27,0.03178045069356661,0.029780450693566607,3490.0426841822427,103.93504407473213,-1.4900426841822427,False
ETHUSDT/MATICUSDT,2024-07-02,2024-07-04,-0.26188434602803756,-0.26388434602803756,3344.882338911643,-882.6620885444315,-1.3448823389116427,True
