timestamp,open,high,low,close,volume
2021-12-23 20:00:00,4133.64000000,4142.75000000,4085.22000000,4111.41000000,53263.69050000
2021-12-24 00:00:00,4111.41000000,4129.00000000,4074.00000000,4092.03000000,46427.56230000
2021-12-24 04:00:00,4092.02000000,4098.93000000,4060.94000000,4088.67000000,24655.36080000
2021-12-24 08:00:00,4088.35000000,4118.05000000,4070.40000000,4079.00000000,33024.34360000
2021-12-24 12:00:00,4079.00000000,4113.50000000,4048.22000000,4094.23000000,41144.58070000
2021-12-24 16:00:00,4094.23000000,4134.84000000,4071.00000000,4078.29000000,39549.72620000
2021-12-24 20:00:00,4078.28000000,4080.21000000,4017.17000000,4046.36000000,46031.59250000
2021-12-25 00:00:00,4046.35000000,4075.86000000,4018.62000000,4038.69000000,32360.47930000
2021-12-25 04:00:00,4038.70000000,4062.93000000,4019.02000000,4052.91000000,28103.51980000
2021-12-25 08:00:00,4052.91000000,4062.78000000,4021.94000000,4051.59000000,24362.65740000
2021-12-25 12:00:00,4051.74000000,4104.08000000,4049.84000000,4079.04000000,37555.59510000
2021-12-25 16:00:00,4079.04000000,4100.00000000,4037.00000000,4076.89000000,43967.37900000
2021-12-25 20:00:00,4076.91000000,4137.91000000,4073.73000000,4094.83000000,41777.24990000
2021-12-26 00:00:00,4094.36000000,4102.44000000,4005.78000000,4013.21000000,46470.28580000
2021-12-26 04:00:00,4013.39000000,4040.02000000,4000.00000000,4037.27000000,27073.20550000
2021-12-26 08:00:00,4037.28000000,4060.01000000,4012.00000000,4033.01000000,31658.67080000
2021-12-26 12:00:00,4033.20000000,4068.00000000,4021.39000000,4053.85000000,29686.22930000
2021-12-26 16:00:00,4053.84000000,4081.00000000,4048.23000000,4076.10000000,20674.56870000
2021-12-26 20:00:00,4076.11000000,4105.00000000,4042.69000000,4063.56000000,33746.29490000
2021-12-27 00:00:00,4063.57000000,4087.56000000,4047.37000000,4080.09000000,31512.07330000
2021-12-27 04:00:00,4080.10000000,4080.45000000,4048.00000000,4051.01000000,29178.26670000
2021-12-27 08:00:00,4051.02000000,4065.97000000,4031.80000000,4060.22000000,29702.27500000
2021-12-27 12:00:00,4060.23000000,4115.00000000,4043.42000000,4092.73000000,52697.92120000
2021-12-27 16:00:00,4092.74000000,4127.46000000,4074.96000000,4077.78000000,41908.78470000
2021-12-27 20:00:00,4077.78000000,4092.96000000,4031.00000000,4037.23000000,37226.05520000
2021-12-28 00:00:00,4037.22000000,4037.23000000,3931.17000000,3960.70000000,73627.79410000
2021-12-28 04:00:00,3960.71000000,3960.71000000,3877.00000000,3917.00000000,56536.59690000
2021-12-28 08:00:00,3917.01000000,3933.98000000,3883.00000000,3920.90000000,48033.46000000
2021-12-28 12:00:00,3920.89000000,3932.28000000,3850.14000000,3897.90000000,53723.45940000
2021-12-28 16:00:00,3897.91000000,3902.17000000,3759.36000000,3807.96000000,90483.44190000
2021-12-28 20:00:00,3807.96000000,3844.44000000,3790.00000000,3792.75000000,35659.96400000
2021-12-29 00:00:00,3792.75000000,3827.78000000,3785.00000000,3816.15000000,35564.33320000
2021-12-29 04:00:00,3816.15000000,3821.77000000,3786.52000000,3796.39000000,30144.60250000
2021-12-29 08:00:00,3796.39000000,3825.50000000,3767.00000000,3790.96000000,39606.39020000
2021-12-29 12:00:00,3790.90000000,3802.70000000,3696.65000000,3795.05000000,92290.01260000
2021-12-29 16:00:00,3795.05000000,3799.32000000,3712.84000000,3725.68000000,34451.68240000
2021-12-29 20:00:00,3725.69000000,3768.51000000,3604.20000000,3630.19000000,70696.61660000
2021-12-30 00:00:00,3630.18000000,3670.67000000,3585.00000000,3649.41000000,61510.69650000
2021-12-30 04:00:00,3649.40000000,3719.71000000,3646.30000000,3709.01000000,40305.81330000
2021-12-30 08:00:00,3709.00000000,3747.57000000,3678.79000000,3737.68000000,40056.74940000
2021-12-30 12:00:00,3737.68000000,3750.00000000,3701.03000000,3708.74000000,42020.15460000
2021-12-30 16:00:00,3709.13000000,3769.10000000,3705.39000000,3751.06000000,34958.37620000
2021-12-30 20:00:00,3751.06000000,3760.00000000,3681.33000000,3709.27000000,30411.94050000
2021-12-31 00:00:00,3709.27000000,3747.44000000,3684.04000000,3742.78000000,35551.20600000
2021-12-31 04:00:00,3742.77000000,3761.50000000,3687.00000000,3721.88000000,31759.07670000
2021-12-31 08:00:00,3721.88000000,3815.00000000,3714.00000000,3780.92000000,69256.28900000
2021-12-31 12:00:00,3780.92000000,3813.14000000,3773.44000000,3784.64000000,37346.22050000
2021-12-31 16:00:00,3784.64000000,3788.45000000,3623.00000000,3626.27000000,54604.90270000
2021-12-31 20:00:00,3626.21000000,3712.50000000,3622.29000000,3676.23000000,39496.59930000
2022-01-01 00:00:00,3676.22000000,3748.45000000,3676.22000000,3723.96000000,26592.76930000
2022-01-01 04:00:00,3723.96000000,3765.27000000,3701.00000000,3715.31000000,27251.14010000
2022-01-01 08:00:00,3715.32000000,3733.84000000,3673.46000000,3693.37000000,23727.99490000
2022-01-01 12:00:00,3693.38000000,3745.36000000,3691.88000000,3725.30000000,27056.80640000
2022-01-01 16:00:00,3725.29000000,3766.00000000,3718.71000000,3747.61000000,27250.41990000
2022-01-01 20:00:00,3747.60000000,3776.45000000,3740.00000000,3765.54000000,22264.76620000
2022-01-02 00:00:00,3765.54000000,3771.00000000,3741.80000000,3758.55000000,18383.53110000
2022-01-02 04:00:00,3758.13000000,3761.92000000,3717.30000000,3747.22000000,19265.86800000
2022-01-02 08:00:00,3747.22000000,3770.00000000,3732.39000000,3744.01000000,16876.84200000
2022-01-02 12:00:00,3744.06000000,3790.38000000,3730.33000000,3778.17000000,24828.14980000
2022-01-02 16:00:00,3778.17000000,3857.44000000,3771.91000000,3798.72000000,54477.91690000
2022-01-02 20:00:00,3799.00000000,3840.02000000,3794.24000000,3828.27000000,20959.11850000
2022-01-03 00:00:00,3828.11000000,3828.79000000,3775.70000000,3785.00000000,31303.86310000
2022-01-03 04:00:00,3785.24000000,3822.99000000,3780.30000000,3808.88000000,25284.96700000
2022-01-03 08:00:00,3808.88000000,3845.00000000,3789.66000000,3834.61000000,33876.14950000
2022-01-03 12:00:00,3834.61000000,3853.09000000,3777.00000000,3784.04000000,45884.80920000
2022-01-03 16:00:00,3784.04000000,3795.00000000,3735.20000000,3738.40000000,41527.36820000
2022-01-03 20:00:00,3738.39000000,3778.67000000,3680.00000000,3765.89000000,58368.70160000
2022-01-04 00:00:00,3765.89000000,3774.36000000,3713.11000000,3744.23000000,31746.50420000
2022-01-04 04:00:00,3744.04000000,3764.53000000,3726.60000000,3763.87000000,23326.70650000
2022-01-04 08:00:00,3763.88000000,3840.00000000,3757.58000000,3836.19000000,56266.28920000
2022-01-04 12:00:00,3836.19000000,3900.73000000,3815.06000000,3849.52000000,70762.94940000
2022-01-04 16:00:00,3849.51000000,3865.64000000,3758.40000000,3812.31000000,72941.02700000
2022-01-04 20:00:00,3812.05000000,3832.51000000,3783.89000000,3785.11000000,33215.07860000
2022-01-05 00:00:00,3785.10000000,3826.05000000,3766.00000000,3809.45000000,28599.39670000
2022-01-05 04:00:00,3809.44000000,3822.89000000,3797.49000000,3815.74000000,20741.08300000
2022-01-05 08:00:00,3815.73000000,3848.00000000,3781.42000000,3791.69000000,36435.10130000
2022-01-05 12:00:00,3791.69000000,3833.00000000,3761.44000000,3820.97000000,46181.36800000
2022-01-05 16:00:00,3820.97000000,3823.33000000,3645.60000000,3655.30000000,91109.24900000
2022-01-05 20:00:00,3655.29000000,3666.14000000,3415.00000000,3540.63000000,174875.83830000
2022-01-06 00:00:00,3539.82000000,3550.43000000,3445.75000000,3448.83000000,84114.40640000
2022-01-06 04:00:00,3448.83000000,3480.42000000,3406.24000000,3453.12000000,95682.85490000
2022-01-06 08:00:00,3453.04000000,3456.05000000,3300.00000000,3349.49000000,134482.58450000
2022-01-06 12:00:00,3349.49000000,3426.00000000,3318.00000000,3397.01000000,88961.66320000
2022-01-06 16:00:00,3397.01000000,3461.33000000,3382.11000000,3447.29000000,61229.44410000
2022-01-06 20:00:00,3447.28000000,3458.73000000,3405.74000000,3406.81000000,32274.78820000
2022-01-07 00:00:00,3406.81000000,3416.76000000,3227.82000000,3238.74000000,98869.04970000
2022-01-07 04:00:00,3238.74000000,3251.42000000,3113.25000000,3202.25000000,182082.16870000
2022-01-07 08:00:00,3201.75000000,3289.00000000,3188.01000000,3225.68000000,90340.77230000
2022-01-07 12:00:00,3225.86000000,3268.79000000,3064.42000000,3131.69000000,163786.62340000
2022-01-07 16:00:00,3131.69000000,3222.69000000,3091.00000000,3197.32000000,93458.94220000
