ts,nav,cash_nav,unrealized
1767884400,105352.50906618,105301.06014323,51.44892295
1767885300,105378.41357103,105301.06014323,77.3534278
1767886200,105403.78984254,105301.06014323,102.7296993
1767887100,105428.76773042,105301.06014323,127.70758719
1767888000,105453.47543442,105301.06014323,152.41529118
1767888900,105358.35371834,105358.35371834,0.0
1767889800,105351.24332081,105353.61266354,-2.36934273
1767890700,105273.20206151,105273.20206151,0.0
1767891600,105266.09741068,105268.46483848,-2.3674278
1767892500,105290.29687627,105268.46483848,21.83203779
1767893400,105315.06916461,105268.46483848,46.60432613
1767894300,105340.56165391,105268.46483848,72.09681543
1767895200,105366.90726124,105268.46483848,98.44242276
1767896100,105394.24928221,105268.46483848,125.78444373
1767897000,105422.70267725,105268.46483848,154.23783878
1767897900,105332.69032286,105332.69032286,0.0
1767898800,105325.58165729,105327.95042289,-2.3687656
1767899700,105254.9297392,105254.9297392,0.0
1767900600,105247.82632152,105250.19333841,-2.36701689
1767901500,105281.52618969,105250.19333841,31.33285128
1767902400,105316.85465499,105250.19333841,66.66131659
