Label,Trades,WinRate,AvgWin,AvgLoss,Expectancy,ProfitFactor,PayoffRatio
vol_target_btcusdt,58296,0.460014409221902,0.011494857795099062,-0.01230621502014297,-0.0013573785701919338,0.7957348306918806,0.9340693118301714
