timestamp,symbol,entry_time,exit_time,log_return,leverage,net_return,pnl_log_return,equity,vol
2021-12-30 12:00:00,SOLUSDT,2021-12-30 12:00:00,2021-12-30 12:00:00,-0.004819839489092514,0.9468178758367254,-0.005510328062773267,-0.005510328062773267,99448.96719372267,0.015842539925372812
2021-12-30 16:00:00,SOLUSDT,2021-12-30 16:00:00,2021-12-30 16:00:00,0.0026996771042055562,0.9492438045824797,0.001613407960957814,0.001613407960957814,99609.41894910205,0.015802052041411718
2021-12-30 20:00:00,SOLUSDT,2021-12-30 20:00:00,2021-12-30 20:00:00,-0.010436882975481567,0.9638790619792568,-0.011023772034373703,-0.011023772034373703,98511.34742213073,0.01556211831098247
2021-12-31 00:00:00,SOLUSDT,2021-12-31 00:00:00,2021-12-31 00:00:00,-0.0054052614821128026,0.9833504655478247,-0.006298616860391173,-0.006298616860391173,97890.86218831784,0.015253971524428473
2021-12-31 04:00:00,SOLUSDT,2021-12-31 04:00:00,2021-12-31 04:00:00,0.00563709178337121,0.9835389266201252,0.004560760275255923,0.004560760275255923,98337.31894389688,0.01525104863062882
2021-12-31 08:00:00,SOLUSDT,2021-12-31 08:00:00,2021-12-31 08:00:00,0.014726451133706539,1.000524969444914,0.01373365710113884,0.01373365710113884,99687.84996251769,0.014992129590051029
2021-12-31 12:00:00,SOLUSDT,2021-12-31 12:00:00,2021-12-31 12:00:00,0.0031927051065583347,1.0143615012491694,0.0022241956436852323,0.0022241956436852323,99909.57524413268,0.01478762746962276
2021-12-31 16:00:00,SOLUSDT,2021-12-31 16:00:00,2021-12-31 16:00:00,-0.044938302505173264,1.0087686373548503,-0.04634111882053854,-0.04634111882053854,95279.6537464348,0.014869613749424597
2021-12-31 20:00:00,SOLUSDT,2021-12-31 20:00:00,2021-12-31 20:00:00,0.012013755974685784,0.8819564700851574,0.009713653341813186,0.009713653341813186,96205.16727345565,0.017007642110218515
2022-01-01 00:00:00,SOLUSDT,2022-01-01 00:00:00,2022-01-01 00:00:00,0.017205101741605763,0.9290347843433631,0.015055103201774968,0.015055103201774968,97653.54599530154,0.016145789428758495
